period,hcr_type,strategy,change_par,change_type,direction,B_cons,Binit,chng_time2,discount_rate,error_rho,error_cv,error_rep,metric,value
post,slope,SQ,K,step,increase,1.2,125,50,0.01,NA,NA,NA,propl_Bcons_true,1
post,slope,SQ,K,step,increase,1.2,125,50,0.01,NA,NA,NA,propl_Bcons_fixed,0.0784313725490196
post,slope,SQ,K,step,increase,1.2,125,50,0.01,NA,NA,NA,propl_BMSY_true,0.9803921568627451
post,slope,SQ,K,step,increase,1.2,125,50,0.01,NA,NA,NA,propl_BMSY_fixed,0
post,slope,SQ,K,step,increase,1.2,125,50,0.01,NA,NA,NA,propl_0.2BMSY_true,0
post,slope,SQ,K,step,increase,1.2,125,50,0.01,NA,NA,NA,propl_0.2BMSY_fixed,0
post,slope,SQ,K,step,increase,1.2,125,50,0.01,NA,NA,NA,propl_UMSY_true,0
post,slope,SQ,K,step,increase,1.2,125,50,0.01,NA,NA,NA,propl_UMSY_fixed,0
tot,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Bmn,320.4987095931117
tot,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Bcv,0.4919012018271178
tot,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Hcm,3221.1695713651698
tot,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Hcv,0.7713862980983491
tot,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Hrmn,0.08838967022459385
tot,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Rcm,1651.967647842843
tot,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Rcv,0.5934167825197194
tot,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,N_neg,0
tot,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_Bcons_true,0.62
tot,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_Bcons_fixed,0.12
tot,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_BMSY_true,0.55
tot,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_BMSY_fixed,0.05
tot,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_0.2BMSY_true,0
tot,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_0.2BMSY_fixed,0
tot,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_UMSY_true,0.99
tot,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_UMSY_fixed,0.99
pre,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Bmn,172.20879250118958
pre,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Bcv,0.18065183356242376
pre,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Hcm,503.7619487600967
pre,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Hcv,0.13395974918769282
pre,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Hrmn,0.06415446040216552
pre,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Rcm,402.05418864126034
pre,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Rcv,0.25069685366121386
pre,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,N_neg,0
pre,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_Bcons_true,0.24489795918367346
pre,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_Bcons_fixed,0.24489795918367346
pre,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_BMSY_true,0.10204081632653061
pre,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_BMSY_fixed,0.10204081632653061
pre,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_0.2BMSY_true,0
pre,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_0.2BMSY_fixed,0
pre,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_UMSY_true,0.9795918367346939
pre,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_UMSY_fixed,0.9795918367346939
post,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Bmn,462.9733358186839
post,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Bcv,0.16770010606256788
post,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Hcm,2717.4076226050734
post,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Hcv,0.32313622077339427
post,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Hrmn,0.11167447966182892
post,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Rcm,1249.9134592015828
post,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Rcv,0.2981014763033012
post,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,N_neg,0
post,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_Bcons_true,0.9803921568627451
post,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_Bcons_fixed,0
post,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_BMSY_true,0.9803921568627451
post,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_BMSY_fixed,0
post,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_0.2BMSY_true,0
post,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_0.2BMSY_fixed,0
post,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_UMSY_true,1
post,slope,GCA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_UMSY_fixed,1
tot,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Bmn,285.20181895079037
tot,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Bcv,0.6246804179248113
tot,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Hcm,3292.8006723370854
tot,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Hcv,0.6905625823259759
tot,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Hrmn,0.11552428005830197
tot,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Rcm,1735.4917370346143
tot,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Rcv,0.47477079561280067
tot,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,N_neg,0
tot,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_Bcons_true,1
tot,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_Bcons_fixed,0.51
tot,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_BMSY_true,1
tot,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_BMSY_fixed,0.51
tot,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_0.2BMSY_true,0
tot,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_0.2BMSY_fixed,0
tot,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_UMSY_true,0.99
tot,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_UMSY_fixed,0.99
pre,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Bmn,122.94277211886323
pre,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Bcv,0.04203646050827012
pre,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Hcm,736.0105933628435
pre,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Hcv,0.09148271829625478
pre,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Hrmn,0.12242846526192037
pre,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Rcm,573.9293971378233
pre,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Rcv,0.11155118791262232
pre,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,N_neg,0
pre,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_Bcons_true,1
pre,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_Bcons_fixed,1
pre,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_BMSY_true,1
pre,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_BMSY_fixed,1
pre,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_0.2BMSY_true,0
pre,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_0.2BMSY_fixed,0
pre,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_UMSY_true,0.9795918367346939
pre,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_UMSY_fixed,0.9795918367346939
post,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Bmn,441.0977659069557
post,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Bcv,0.25071848049531975
post,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Hcm,2556.7900789742416
post,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Hcv,0.40179929770433365
post,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Hrmn,0.10889084721560977
post,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Rcm,1161.562339896791
post,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Rcv,0.371564033126111
post,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,N_neg,0
post,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_Bcons_true,1
post,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_Bcons_fixed,0.0392156862745098
post,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_BMSY_true,1
post,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_BMSY_fixed,0.0392156862745098
post,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_0.2BMSY_true,0
post,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_0.2BMSY_fixed,0
post,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_UMSY_true,1
post,slope,ACA,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_UMSY_fixed,1
tot,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Bmn,254.60730864996563
tot,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Bcv,0.6165951819321703
tot,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Hcm,3119.0276298084696
tot,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Hcv,0.6286454734152624
tot,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Hrmn,0.12373994785419569
tot,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Rcm,1657.171948019722
tot,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Rcv,0.3739157257769286
tot,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,N_neg,0
tot,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_Bcons_true,1
tot,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_Bcons_fixed,0.53
tot,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_BMSY_true,1
tot,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_BMSY_fixed,0.51
tot,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_0.2BMSY_true,0
tot,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_0.2BMSY_fixed,0
tot,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_UMSY_true,0.51
tot,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_UMSY_fixed,0.51
pre,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Bmn,122.94277211886323
pre,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Bcv,0.04203646050827012
pre,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Hcm,736.0105933628435
pre,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Hcv,0.09148271829625478
pre,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Hrmn,0.12242846526192037
pre,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Rcm,573.9293971378233
pre,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Rcv,0.11155118791262232
pre,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,N_neg,0
pre,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_Bcons_true,1
pre,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_Bcons_fixed,1
pre,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_BMSY_true,1
pre,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_BMSY_fixed,1
pre,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_0.2BMSY_true,0
pre,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_0.2BMSY_fixed,0
pre,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_UMSY_true,0.9795918367346939
pre,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_UMSY_fixed,0.9795918367346939
post,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Bmn,381.1085300229856
post,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Bcv,0.326269884281261
post,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Hcm,2383.017036445626
post,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Hcv,0.343096089865978
post,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Hrmn,0.12499999975657786
post,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Rcm,1083.2425508818988
post,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,Rcv,0.25362107561894276
post,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,N_neg,0
post,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_Bcons_true,1
post,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_Bcons_fixed,0.0784313725490196
post,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_BMSY_true,1
post,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_BMSY_fixed,0.0392156862745098
post,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_0.2BMSY_true,0
post,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_0.2BMSY_fixed,0
post,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_UMSY_true,0.058823529411764705
post,slope,SQ,K,step,increase,1.2,100,50,0.01,NA,NA,NA,propl_UMSY_fixed,0.058823529411764705
tot,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Bmn,319.0011512090547
tot,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Bcv,0.5004224359269965
tot,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Hcm,3189.1280772201235
tot,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Hcv,0.7883665407145558
tot,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Hrmn,0.08684251740596559
tot,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Rcm,1621.6303587947048
tot,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Rcv,0.6190045193605455
tot,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,N_neg,0
tot,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_Bcons_true,0.63
tot,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_Bcons_fixed,0.13
tot,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_BMSY_true,0.57
tot,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_BMSY_fixed,0.07
tot,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_0.2BMSY_true,0
tot,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_0.2BMSY_fixed,0
tot,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_UMSY_true,0.99
tot,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_UMSY_fixed,0.99
pre,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Bmn,169.15255493919565
pre,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Bcv,0.21595998889053167
pre,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Hcm,471.720492892576
pre,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Hcv,0.1720855453039192
pre,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Hrmn,0.06099700716413335
pre,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Rcm,371.71692134374
pre,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Rcv,0.23339645973003195
pre,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,N_neg,0
pre,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_Bcons_true,0.2653061224489796
pre,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_Bcons_fixed,0.2653061224489796
pre,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_BMSY_true,0.14285714285714285
pre,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_BMSY_fixed,0.14285714285714285
pre,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_0.2BMSY_true,0
pre,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_0.2BMSY_fixed,0
pre,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_UMSY_true,0.9795918367346939
pre,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_UMSY_fixed,0.9795918367346939
post,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Bmn,462.9733319389192
post,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Bcv,0.16770012211806676
post,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Hcm,2717.4075843275477
post,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Hcv,0.3231362449484095
post,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Hrmn,0.11167447822654951
post,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Rcm,1249.9134374509647
post,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Rcv,0.29810150204661817
post,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,N_neg,0
post,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_Bcons_true,0.9803921568627451
post,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_Bcons_fixed,0
post,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_BMSY_true,0.9803921568627451
post,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_BMSY_fixed,0
post,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_0.2BMSY_true,0
post,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_0.2BMSY_fixed,0
post,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_UMSY_true,1
post,slope,GCA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_UMSY_fixed,1
tot,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Bmn,283.86389292814704
tot,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Bcv,0.6324299563376679
tot,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Hcm,3259.062708165164
tot,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Hcv,0.7076976100237181
tot,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Hrmn,0.11385187319448958
tot,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Rcm,1703.510660462368
tot,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Rcv,0.4995474772880974
tot,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,N_neg,0
tot,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_Bcons_true,1
tot,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_Bcons_fixed,0.51
tot,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_BMSY_true,1
tot,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_BMSY_fixed,0.51
tot,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_0.2BMSY_true,0
tot,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_0.2BMSY_fixed,0
tot,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_UMSY_true,0.99
tot,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_UMSY_fixed,0.99
pre,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Bmn,120.21231242270645
pre,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Bcv,0.09284354321612867
pre,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Hcm,702.2726447751498
pre,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Hcv,0.18740362353345077
pre,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Hrmn,0.11901539086438745
pre,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Rcm,541.9483293479531
pre,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Rcv,0.16431055585815624
pre,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,N_neg,0
pre,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_Bcons_true,1
pre,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_Bcons_fixed,1
pre,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_BMSY_true,1
pre,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_BMSY_fixed,1
pre,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_0.2BMSY_true,0
pre,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_0.2BMSY_fixed,0
pre,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_UMSY_true,0.9795918367346939
pre,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_UMSY_fixed,0.9795918367346939
post,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Bmn,441.0977643941586
post,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Bcv,0.2507184860782025
post,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Hcm,2556.7900633900144
post,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Hcv,0.401799307237027
post,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Hrmn,0.10889084641360731
post,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Rcm,1161.562331114415
post,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Rcv,0.3715640435483664
post,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,N_neg,0
post,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_Bcons_true,1
post,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_Bcons_fixed,0.0392156862745098
post,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_BMSY_true,1
post,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_BMSY_fixed,0.0392156862745098
post,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_0.2BMSY_true,0
post,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_0.2BMSY_fixed,0
post,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_UMSY_true,1
post,slope,ACA,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_UMSY_fixed,1
tot,slope,SQ,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Bmn,253.2693820493326
tot,slope,SQ,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Bcv,0.6249271510567013
tot,slope,SQ,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Hcm,3085.289660226787
tot,slope,SQ,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Hcv,0.646762292662196
tot,slope,SQ,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Hrmn,0.12206754115551674
tot,slope,SQ,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Rcm,1625.1908689276543
tot,slope,SQ,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Rcv,0.40073798707789815
tot,slope,SQ,K,step,increase,1.2,75,50,0.01,NA,NA,NA,N_neg,0
tot,slope,SQ,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_Bcons_true,1
tot,slope,SQ,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_Bcons_fixed,0.53
tot,slope,SQ,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_BMSY_true,1
tot,slope,SQ,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_BMSY_fixed,0.51
tot,slope,SQ,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_0.2BMSY_true,0
tot,slope,SQ,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_0.2BMSY_fixed,0
tot,slope,SQ,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_UMSY_true,0.51
tot,slope,SQ,K,step,increase,1.2,75,50,0.01,NA,NA,NA,propl_UMSY_fixed,0.51
pre,slope,SQ,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Bmn,120.21231242270645
pre,slope,SQ,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Bcv,0.09284354321612867
pre,slope,SQ,K,step,increase,1.2,75,50,0.01,NA,NA,NA,Hcm,702.2726447751498
