period,hcr_type,strategy,change_par,change_type,direction,B_cons,Binit,chng_time2,discount_rate,error_rho,error_cv,error_rep,metric,value
post,slope,ACA,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,Hcv,0.17852861374174583
post,slope,ACA,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,Hrmn,0.12191792376967496
post,slope,ACA,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,Rcm,418.58442998952285
post,slope,ACA,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,Rcv,0.30776017952358503
post,slope,ACA,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,N_neg,0
post,slope,ACA,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,propl_Bcons_true,0.8235294117647058
post,slope,ACA,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,propl_Bcons_fixed,1
post,slope,ACA,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,propl_BMSY_true,0
post,slope,ACA,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,propl_BMSY_fixed,1
post,slope,ACA,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,propl_0.2BMSY_true,0
post,slope,ACA,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,propl_0.2BMSY_fixed,0
post,slope,ACA,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,propl_UMSY_true,0.0392156862745098
post,slope,ACA,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,propl_UMSY_fixed,0.0392156862745098
tot,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,Bmn,307.7122329206536
tot,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,Bcv,0.3487397940294301
tot,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,Hcm,2408.4780512228217
tot,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,Hcv,0.8225746835506256
tot,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,Hrmn,0.06580292992535294
tot,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,Rcm,1854.2822167826998
tot,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,Rcv,1.0311551771204814
tot,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,N_neg,0
tot,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,propl_Bcons_true,0.17
tot,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,propl_Bcons_fixed,1
tot,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,propl_BMSY_true,0
tot,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,propl_BMSY_fixed,0.98
tot,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,propl_0.2BMSY_true,0
tot,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,propl_0.2BMSY_fixed,0
tot,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,propl_UMSY_true,0.97
tot,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,propl_UMSY_fixed,0.97
pre,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,Bmn,402.96188771255197
pre,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,Bcv,0.18505254791092973
pre,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,Hcm,2003.1808752514908
pre,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,Hcv,0.3821568886441854
pre,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,Hrmn,0.09625019456602446
pre,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,Rcm,1659.0249447060448
pre,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,Rcv,0.49744597820021197
pre,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,N_neg,0
pre,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,propl_Bcons_true,0.3469387755102041
pre,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,propl_Bcons_fixed,1
pre,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,propl_BMSY_true,0
pre,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,propl_BMSY_fixed,0.9591836734693877
pre,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,propl_0.2BMSY_true,0
pre,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,propl_0.2BMSY_fixed,0
pre,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,propl_UMSY_true,0.9387755102040817
pre,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,propl_UMSY_fixed,0.9387755102040817
post,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,Bmn,216.1978587088297
post,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,Bcv,0.025183562508854937
post,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,Hcm,405.2971759713311
post,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,Hcv,0.1061781099385858
post,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,Hrmn,0.036549675662746965
post,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,Rcm,195.2572720766552
post,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,Rcv,0.24314244904688354
post,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,N_neg,0
post,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,propl_Bcons_true,0
post,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,propl_Bcons_fixed,1
post,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,propl_BMSY_true,0
post,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,propl_BMSY_fixed,1
post,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,propl_0.2BMSY_true,0
post,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,propl_0.2BMSY_fixed,0
post,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,propl_UMSY_true,1
post,slope,SQ,K,grad,decrease,1.2,500,50,0.01,NA,NA,NA,propl_UMSY_fixed,1
tot,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Bmn,204.54798868695988
tot,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Bcv,0.6163020348498552
tot,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Hcm,2603.724390008604
tot,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Hcv,0.6203200762048038
tot,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Hrmn,0.125
tot,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Rcm,1893.854082021209
tot,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Rcv,0.9146018339850372
tot,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,N_neg,0
tot,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_Bcons_true,0.76
tot,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_Bcons_fixed,1
tot,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_BMSY_true,0
tot,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_BMSY_fixed,0.98
tot,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_0.2BMSY_true,0
tot,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_0.2BMSY_fixed,0
tot,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_UMSY_true,0
tot,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_UMSY_fixed,0
pre,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Bmn,383.79359974251923
pre,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Bcv,0.24491463348450435
pre,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Hcm,1427.2670551418294
pre,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Hcv,0.2294271685654309
pre,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Hrmn,0.125
pre,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Rcm,1255.501152582156
pre,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Rcv,0.3041558387950426
pre,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,N_neg,0
pre,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_Bcons_true,0.3793103448275862
pre,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_Bcons_fixed,1
pre,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_BMSY_true,0
pre,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_BMSY_fixed,0.9310344827586207
pre,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_0.2BMSY_true,0
pre,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_0.2BMSY_fixed,0
pre,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_UMSY_true,0
pre,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_UMSY_fixed,0
post,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Bmn,131.3349926220131
post,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Bcv,0.10614354579643828
post,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Hcm,1176.457334866775
post,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Hcv,0.12733589982695853
post,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Hrmn,0.125
post,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Rcm,638.352929439053
post,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Rcv,0.33110483886156317
post,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,N_neg,0
post,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_Bcons_true,0.9154929577464789
post,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_Bcons_fixed,1
post,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_BMSY_true,0
post,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_BMSY_fixed,1
post,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_0.2BMSY_true,0
post,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_0.2BMSY_fixed,0
post,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_UMSY_true,0
post,slope,GCA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_UMSY_fixed,0
tot,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Bmn,216.741937511803
tot,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Bcv,0.6185030100748229
tot,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Hcm,2457.867400185939
tot,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Hcv,0.6040377956922531
tot,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Hrmn,0.11647890767681077
tot,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Rcm,1772.476177497076
tot,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Rcv,0.9160996430679258
tot,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,N_neg,0
tot,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_Bcons_true,0.71
tot,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_Bcons_fixed,1
tot,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_BMSY_true,0
tot,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_BMSY_fixed,0.98
tot,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_0.2BMSY_true,0
tot,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_0.2BMSY_fixed,0
tot,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_UMSY_true,0.28
tot,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_UMSY_fixed,0.28
pre,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Bmn,414.23929878227176
pre,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Bcv,0.16955755894812483
pre,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Hcm,1270.2641880159447
pre,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Hcv,0.3399755247682184
pre,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Hrmn,0.10062196743414287
pre,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Rcm,1127.3946630411365
pre,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Rcv,0.40952596046614714
pre,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,N_neg,0
pre,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_Bcons_true,0.3103448275862069
pre,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_Bcons_fixed,1
pre,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_BMSY_true,0
pre,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_BMSY_fixed,0.9310344827586207
pre,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_0.2BMSY_true,0
pre,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_0.2BMSY_fixed,0
pre,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_UMSY_true,0.896551724137931
pre,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_UMSY_fixed,0.896551724137931
post,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Bmn,136.07400121823125
post,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Bcv,0.19206978874704578
post,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Hcm,1187.6032121699943
post,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Hcv,0.162611212303849
post,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Hrmn,0.1229556860857878
post,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Rcm,645.0815144559396
post,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Rcv,0.35614286415909846
post,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,N_neg,0
post,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_Bcons_true,0.8732394366197183
post,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_Bcons_fixed,1
post,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_BMSY_true,0
post,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_BMSY_fixed,1
post,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_0.2BMSY_true,0
post,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_0.2BMSY_fixed,0
post,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_UMSY_true,0.028169014084507043
post,slope,ACA,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_UMSY_fixed,0.028169014084507043
tot,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Bmn,273.7284919097118
tot,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Bcv,0.3575131418947983
tot,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Hcm,1837.2078440749956
tot,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Hcv,0.9895467191746355
tot,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Hrmn,0.055183010864632086
tot,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Rcm,1434.143362812931
tot,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Rcv,1.2503818471540864
tot,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,N_neg,0
tot,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_Bcons_true,0.09
tot,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_Bcons_fixed,1
tot,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_BMSY_true,0
tot,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_BMSY_fixed,0.98
tot,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_0.2BMSY_true,0
tot,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_0.2BMSY_fixed,0
tot,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_UMSY_true,0.97
tot,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_UMSY_fixed,0.97
pre,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Bmn,414.23929878227176
pre,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Bcv,0.16955755894812483
pre,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Hcm,1270.2641880159447
pre,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Hcv,0.3399755247682184
pre,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Hrmn,0.10062196743414287
pre,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Rcm,1127.3946630411365
pre,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Rcv,0.40952596046614714
pre,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,N_neg,0
pre,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_Bcons_true,0.3103448275862069
pre,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_Bcons_fixed,1
pre,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_BMSY_true,0
pre,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_BMSY_fixed,0.9310344827586207
pre,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_0.2BMSY_true,0
pre,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_0.2BMSY_fixed,0
pre,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_UMSY_true,0.896551724137931
pre,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_UMSY_fixed,0.896551724137931
post,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Bmn,216.33675389134225
post,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Bcv,0.0329780604276071
post,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Hcm,566.943656059051
post,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Hcv,0.14766612451599884
post,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Hrmn,0.03662343705455021
post,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Rcm,306.7486997717946
post,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,Rcv,0.3412827215532556
post,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,N_neg,0
post,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_Bcons_true,0
post,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_Bcons_fixed,1
post,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_BMSY_true,0
post,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_BMSY_fixed,1
post,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_0.2BMSY_true,0
post,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_0.2BMSY_fixed,0
post,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_UMSY_true,1
post,slope,SQ,K,grad,decrease,1.2,500,30,0.01,NA,NA,NA,propl_UMSY_fixed,1
tot,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,Bmn,162.20408115396296
tot,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,Bcv,0.5835332340473003
tot,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,Hcm,2074.425966550542
tot,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,Hcv,0.6050809338111139
tot,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,Hrmn,0.125
tot,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,Rcm,1459.4033022922958
tot,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,Rcv,0.9623770238228943
tot,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,N_neg,0
tot,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,propl_Bcons_true,0.85
tot,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,propl_Bcons_fixed,1
tot,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,propl_BMSY_true,0
tot,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,propl_BMSY_fixed,0.98
tot,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,propl_0.2BMSY_true,0
tot,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,propl_0.2BMSY_fixed,0
tot,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,propl_UMSY_true,0
tot,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,propl_UMSY_fixed,0
pre,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,Bmn,446.61229712847864
pre,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,Bcv,0.12856932578216487
pre,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,Hcm,522.3379569853498
pre,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,Hcv,0.09393258951965645
pre,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,Hrmn,0.125
pre,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,Rcm,498.0740299409882
pre,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,Rcv,0.11801198951251253
pre,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,N_neg,0
pre,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,propl_Bcons_true,0.3333333333333333
pre,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,propl_Bcons_fixed,1
pre,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,propl_BMSY_true,0
pre,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,propl_BMSY_fixed,0.7777777777777778
pre,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,propl_0.2BMSY_true,0
pre,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,propl_0.2BMSY_fixed,0
pre,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,propl_UMSY_true,0
pre,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,propl_UMSY_fixed,0
post,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,Bmn,134.0757960575823
post,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,Bcv,0.19347762384624403
post,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,Hcm,1552.088009565192
post,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,Hcv,0.24757815223953505
post,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,Hrmn,0.125
post,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,Rcm,961.3292723513076
post,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,Rcv,0.5248193020378932
post,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,N_neg,0
post,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,propl_Bcons_true,0.9010989010989011
post,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,propl_Bcons_fixed,1
post,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,propl_BMSY_true,0
post,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,propl_BMSY_fixed,1
post,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,propl_0.2BMSY_true,0
post,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,propl_0.2BMSY_fixed,0
post,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,propl_UMSY_true,0
post,slope,GCA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,propl_UMSY_fixed,0
tot,slope,ACA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,Bmn,164.3255279332027
tot,slope,ACA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,Bcv,0.591751338967424
tot,slope,ACA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,Hcm,2030.3681692336172
tot,slope,ACA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,Hcv,0.5696301076667464
tot,slope,ACA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,Hrmn,0.12316485017412797
tot,slope,ACA,K,grad,decrease,1.2,500,10,0.01,NA,NA,NA,Rcm,1418.201018526681
