period,hcr_type,strategy,change_par,change_type,direction,Binit,chng_time2,discount_rate,error_rho,error_cv,error_rep,metric,value,par_A,per_change
post,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Bmn,373.621574380545,250,200
post,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.00994475970122994,250,200
post,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Hcm,2365.299490114112,250,200
post,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.027545707696490777,250,200
post,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.12426663987401312,250,200
post,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Rcm,1126.5807576583438,250,200
post,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.131532432163167,250,200
post,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,250,200
post,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,250,200
tot,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Bmn,290.9706210680841,250,200
tot,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.32008927033826085,250,200
tot,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Hcm,3582.2951997141427,250,200
tot,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.32523417874858873,250,200
tot,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.12432626058378306,250,200
tot,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Rcm,2049.67727240704,250,200
tot,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.15152397985553567,250,200
tot,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,250,200
tot,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,250,200
pre,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Bmn,207.78402701283986,250,200
pre,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.3015667914109749,250,200
pre,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Hcm,1248.0342158055082,250,200
pre,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.30174129055832705,250,200
pre,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.125,250,200
pre,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Rcm,941.0806183701068,250,200
pre,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.16252034542590257,250,200
pre,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,250,200
pre,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,250,200
post,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Bmn,370.89499574861287,250,200
post,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.028118596052724872,250,200
post,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Hcm,2334.2609839086344,250,200
post,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.05400604392402027,250,200
post,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.12367894232114325,250,200
post,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Rcm,1108.5966540369334,250,200
post,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.11767230024736969,250,200
post,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,250,200
post,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,250,200
tot,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Bmn,288.97396534033413,250,200
tot,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.3166865528927299,250,200
tot,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Hcm,3580.933332205534,250,200
tot,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.32306504722309687,250,200
tot,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.125,250,200
tot,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Rcm,2049.9712473295563,250,200
tot,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.1513857878641282,250,200
tot,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,250,200
tot,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,250,200
pre,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Bmn,207.78402701283986,250,200
pre,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.3015667914109749,250,200
pre,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Hcm,1248.0342158055082,250,200
pre,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.30174129055832705,250,200
pre,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.125,250,200
pre,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Rcm,941.0806183701068,250,200
pre,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.16252034542590257,250,200
pre,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,250,200
pre,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,250,200
post,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Bmn,366.97998451773066,250,200
post,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.03295552978808097,250,200
post,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Hcm,2332.899116400026,250,200
post,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.03707903132831768,250,200
post,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.125,250,200
post,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Rcm,1108.8906289594495,250,200
post,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.11724527794431723,250,200
post,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,250,200
post,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,250,200
tot,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Bmn,258.5123791656568,250,150
tot,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.2542993208372287,250,150
tot,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Hcm,3103.800573604143,250,150
tot,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.29043553309505177,250,150
tot,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.11986248811643488,250,150
tot,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Rcm,1796.0367519350216,250,150
tot,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.13607350294313852,250,150
tot,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,250,150
tot,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,250,150
pre,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Bmn,203.38683395648647,250,150
pre,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.26123101779779667,250,150
pre,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Hcm,1130.4790800400228,250,150
pre,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.2727778039747691,250,150
pre,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.11519587728849619,250,150
pre,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Rcm,855.899675690808,250,150
pre,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.1350824834273777,250,150
pre,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,250,150
pre,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,250,150
post,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Bmn,311.476138288193,250,150
post,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.00887511578715053,250,150
post,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Hcm,1973.3214935641206,250,150
post,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.02465039922374233,250,150
post,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.12434609459817988,250,150
post,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Rcm,940.1370762442137,250,150
post,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.13303729658243038,250,150
post,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,250,150
post,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,250,150
tot,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Bmn,249.92391214627978,250,150
tot,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.2785775609144262,250,150
tot,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Hcm,3083.3723016408576,250,150
tot,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.2825856766676085,250,150
tot,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.12441427585857306,250,150
tot,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Rcm,1787.1991024187205,250,150
tot,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.11639260713641979,250,150
tot,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,250,150
tot,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,250,150
pre,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Bmn,187.89678239741747,250,150
pre,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.25168489120518556,250,150
pre,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Hcm,1132.2778916266811,250,150
pre,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.25117463264661805,250,150
pre,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.125,250,150
pre,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Rcm,859.9413488078866,250,150
pre,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.11023570226970407,250,150
pre,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,250,150
pre,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,250,150
post,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Bmn,309.5186054344024,250,150
post,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.024582650000478226,250,150
post,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Hcm,1951.0944100141764,250,150
post,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.04733752398829146,250,150
post,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.12385152129131974,250,150
post,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Rcm,927.257753610834,250,150
post,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.12018890683409869,250,150
post,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,250,150
post,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,250,150
tot,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Bmn,248.47563644410025,250,150
tot,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.2754715398639605,250,150
tot,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Hcm,3082.514249076856,250,150
tot,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.2807790317621354,250,150
tot,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.125,250,150
tot,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Rcm,1787.4855731591854,250,150
tot,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.11678498887494504,250,150
tot,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,250,150
tot,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,250,150
pre,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Bmn,187.89678239741747,250,150
pre,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.25168489120518556,250,150
pre,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Hcm,1132.2778916266811,250,150
pre,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.25117463264661805,250,150
pre,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.125,250,150
pre,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Rcm,859.9413488078866,250,150
pre,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.11023570226970407,250,150
pre,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,250,150
pre,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,250,150
post,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Bmn,306.678849155619,250,150
post,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.028764189630810993,250,150
post,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Hcm,1950.2363574501744,250,150
post,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.03240749186014557,250,150
post,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.125,250,150
post,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Rcm,927.5442243512988,250,150
post,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.12086760089981437,250,150
post,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,250,150
post,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,250,150
tot,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Bmn,214.08445624705715,250,100
tot,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.20443839433448474,250,100
tot,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Hcm,2590.98625910092,250,100
tot,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.23173833462011167,250,100
tot,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.12112282819237878,250,100
tot,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Rcm,1525.641164555404,250,100
tot,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.1089218469424651,250,100
tot,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,250,100
tot,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,250,100
pre,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Bmn,177.40354326877767,250,100
pre,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.1996280876505964,250,100
pre,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Hcm,1009.6921997467714,250,100
pre,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.20377969759399853,250,100
pre,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.11764699408808647,250,100
pre,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Rcm,771.9765118695219,250,100
pre,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.06439809201578768,250,100
pre,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,250,100
pre,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,250,100
post,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Bmn,249.3269020497178,250,100
post,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.0073066037703412344,250,100
post,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Hcm,1581.2940593541489,250,100
post,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.02037583028678024,250,100
post,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.12446235507689493,250,100
post,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Rcm,753.6646526858822,250,100
post,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.1353811051086412,250,100
post,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,250,100
post,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,250,100
tot,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Bmn,208.6238806003578,250,100
tot,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.22170213005787862,250,100
tot,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Hcm,2581.0539648598146,250,100
tot,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.22437838310541866,250,100
tot,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.12453336378153829,250,100
tot,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Rcm,1522.30485394601,250,100
tot,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.10005423992038226,250,100
tot,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,250,100
tot,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,250,100
pre,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Bmn,167.54352902368126,250,100
pre,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.18962343769453555,250,100
pre,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Hcm,1013.7228580340284,250,100
pre,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.1886055335950551,250,100
pre,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.125,250,100
pre,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Rcm,776.731648218736,250,100
pre,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.04687666139880795,250,100
pre,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,250,100
pre,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,250,100
post,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Bmn,248.09323799755683,250,100
post,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.01973625564039369,250,100
post,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Hcm,1567.3311068257863,250,100
post,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.03813960026429256,250,100
post,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.12408502702262408,250,100
post,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Rcm,745.573205727274,250,100
post,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.12433791156380528,250,100
post,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,250,100
post,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,250,100
tot,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Bmn,207.69927263664877,250,100
tot,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.21908211864808733,250,100
tot,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Hcm,2580.6198707695416,250,100
tot,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.22302511949058673,250,100
tot,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.125,250,100
tot,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Rcm,1522.5519712371668,250,100
tot,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.10095544096753523,250,100
tot,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,250,100
tot,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,250,100
pre,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Bmn,167.54352902368126,250,100
pre,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.18962343769453555,250,100
pre,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Hcm,1013.7228580340284,250,100
pre,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.1886055335950551,250,100
pre,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.125,250,100
pre,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Rcm,776.731648218736,250,100
pre,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.04687666139880795,250,100
pre,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,250,100
pre,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,250,100
post,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Bmn,246.28028120597048,250,100
post,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.023041649022122523,250,100
post,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Hcm,1566.8970127355133,250,100
post,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.02600943421740721,250,100
post,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.125,250,100
post,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Rcm,745.8203230184307,250,100
post,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.12598929408180448,250,100
post,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,250,100
post,slope,SQ,K,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,250,100
tot,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Bmn,169.58948244688753,250,50
tot,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.12884982379631205,250,50
tot,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Hcm,2077.333808585045,250,50
tot,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.14438641443733624,250,50
tot,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.12273856672359611,250,50
tot,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Rcm,1254.6248253765666,250,50
tot,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.1479294782458046,250,50
tot,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,250,50
tot,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,250,50
pre,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Bmn,151.29056536248663,250,50
pre,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.11707826181161737,250,50
pre,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Hcm,888.1557733210121,250,50
pre,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.11600019751295858,250,50
pre,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.12075006743213534,250,50
pre,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Rcm,687.4840802177426,250,50
pre,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.031034486219822854,250,50
pre,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,250,50
pre,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,250,50
post,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Bmn,187.1707949397433,250,50
post,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.004778899077645418,250,50
post,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Hcm,1189.1780352640333,250,50
post,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.013413963292498004,250,50
post,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.12464908565068586,250,50
post,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Rcm,567.140745158824,250,50
post,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.13949255422916307,250,50
post,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,250,50
post,slope,GCA,K,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,250,50
tot,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Bmn,167.01494728992847,250,50
tot,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.13794798365318953,250,50
tot,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Hcm,2074.560798022976,250,50
tot,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.13914567027602615,250,50
tot,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.12470791337444523,250,50
tot,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Rcm,1254.4661360582343,250,50
tot,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.1504576838925345,250,50
tot,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,250,50
tot,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,250,50
pre,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Bmn,146.6303325752966,250,50
pre,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.10941423184844717,250,50
pre,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Hcm,891.812976955919,250,50
pre,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.10834036345932038,250,50
pre,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.125,250,50
pre,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Rcm,691.0522453643592,250,50
pre,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.03709272828003418,250,50
pre,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,250,50
pre,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,250,50
post,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Bmn,186.6001653490846,250,50
post,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.012497819065820794,250,50
post,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Hcm,1182.747821067057,250,50
post,slope,ACA,K,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.024277901419645417,250,50
