period,hcr_type,strategy,change_par,change_type,direction,Binit,chng_time2,discount_rate,error_rho,error_cv,error_rep,metric,value,par_A,per_change
post,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,Hrmn,0.03125,0.0625,150
post,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,Rcm,545.1933935777175,0.0625,150
post,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,Rcv,0.08039582843063361,0.0625,150
post,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,N_neg,0,0.0625,150
post,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,C_lim,0,0.0625,150
tot,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,Bmn,464.20292212993326,0.0625,100
tot,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,Bcv,0.08164788221728292,0.0625,100
tot,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,Hcm,2307.3540087985225,0.0625,100
tot,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,Hcv,0.26684271393235887,0.0625,100
tot,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,Hrmn,0.04937290378467539,0.0625,100
tot,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,Rcm,1354.9138480423335,0.0625,100
tot,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,Rcv,0.1187337788089467,0.0625,100
tot,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,N_neg,0,0.0625,100
tot,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,C_lim,0,0.0625,100
pre,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,Bmn,449.0302894653623,0.0625,100
pre,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,Bcv,0.08265609023112204,0.0625,100
pre,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,Hcm,867.88093700869,0.0625,100
pre,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,Hcv,0.04145832763059691,0.0625,100
pre,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,Hrmn,0.03953193945090943,0.0625,100
pre,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,Rcm,681.0345207805834,0.0625,100
pre,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,Rcv,0.12773937632681895,0.0625,100
pre,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,N_neg,0,0.0625,100
pre,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,C_lim,0,0.0625,100
post,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,Bmn,478.7805495919721,0.0625,100
post,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,Bcv,0.06862314791313504,0.0625,100
post,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,Hcm,1439.4730717898324,0.0625,100
post,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,Hcv,0.15565282249510784,0.0625,100
post,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,Hrmn,0.05882794794848975,0.0625,100
post,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,Rcm,673.8793272617502,0.0625,100
post,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,Rcv,0.10331498049731742,0.0625,100
post,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,N_neg,0,0.0625,100
post,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,C_lim,0,0.0625,100
tot,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,Bmn,500,0.0625,100
tot,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,Bcv,0,0.0625,100
tot,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,Hcm,2328.125,0.0625,100
tot,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,Hcv,0.33719355288301434,0.0625,100
tot,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,Hrmn,0.0465625,0.0625,100
tot,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,Rcm,1344.4065923658773,0.0625,100
tot,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,Rcv,0.17412725182103242,0.0625,100
tot,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,N_neg,0,0.0625,100
tot,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,C_lim,0,0.0625,100
pre,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,Bmn,500,0.0625,100
pre,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,Bcv,0,0.0625,100
pre,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,Hcm,765.625,0.0625,100
pre,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,Hcv,0,0.0625,100
pre,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,Hrmn,0.03125,0.0625,100
pre,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,Rcm,602.2499467101682,0.0625,100
pre,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,Rcv,0.1426016372520952,0.0625,100
pre,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,N_neg,0,0.0625,100
pre,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,C_lim,0,0.0625,100
post,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,Bmn,500,0.0625,100
post,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,Bcv,0,0.0625,100
post,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,Hcm,1562.5,0.0625,100
post,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,Hcv,0.0999799979995999,0.0625,100
post,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,Hrmn,0.061274509803921566,0.0625,100
post,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,Rcm,742.1566456557091,0.0625,100
post,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,Rcv,0.15888795128317348,0.0625,100
post,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,N_neg,0,0.0625,100
post,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,C_lim,0,0.0625,100
tot,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,Bmn,592.5864152066637,0.0625,100
tot,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,Bcv,0.17794471937918807,0.0625,100
tot,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,Hcm,1844.1177886916262,0.0625,100
tot,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,Hcv,0.17739874664288394,0.0625,100
tot,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,Hrmn,0.03125,0.0625,100
tot,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,Rcm,1109.1289749031573,0.0625,100
tot,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,Rcv,0.15873959294137596,0.0625,100
tot,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,N_neg,0,0.0625,100
tot,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,C_lim,0,0.0625,100
pre,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,Bmn,500,0.0625,100
pre,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,Bcv,0,0.0625,100
pre,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,Hcm,765.625,0.0625,100
pre,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,Hcv,0,0.0625,100
pre,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,Hrmn,0.03125,0.0625,100
pre,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,Rcm,602.2499467101682,0.0625,100
pre,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,Rcv,0.1426016372520952,0.0625,100
pre,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,N_neg,0,0.0625,100
pre,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,C_lim,0,0.0625,100
post,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,Bmn,681.5419906013013,0.0625,100
post,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,Bcv,0.10924803146628229,0.0625,100
post,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,Hcm,1078.4927886916262,0.0625,100
post,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,Hcv,0.11535736295075057,0.0625,100
post,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,Hrmn,0.03125,0.0625,100
post,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,Rcm,506.87902819298915,0.0625,100
post,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,Rcv,0.06549302425788048,0.0625,100
post,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,N_neg,0,0.0625,100
post,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,C_lim,0,0.0625,100
tot,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,Bmn,478.5849886665055,0.0625,50
tot,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,Bcv,0.04444008829038785,0.0625,50
tot,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,Hcm,1939.178586516276,0.0625,50
tot,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,Hcv,0.14810417167412349,0.0625,50
tot,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,Hrmn,0.04046189130813155,0.0625,50
tot,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,Rcm,1173.5187469461632,0.0625,50
tot,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,Rcv,0.16696017694794113,0.0625,50
tot,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,N_neg,0,0.0625,50
tot,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,C_lim,0,0.0625,50
pre,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,Bmn,471.9560857471915,0.0625,50
pre,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,Bcv,0.04494283854103473,0.0625,50
pre,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,Hcm,827.7141598123113,0.0625,50
pre,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,Hcv,0.026484399461168547,0.0625,50
pre,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,Hrmn,0.03578365683100485,0.0625,50
pre,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,Rcm,649.3027236335607,0.0625,50
pre,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,Rcv,0.1224625531453942,0.0625,50
pre,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,N_neg,0,0.0625,50
pre,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,C_lim,0,0.0625,50
post,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,Bmn,484.9539346085915,0.0625,50
post,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,Bcv,0.04015915892750363,0.0625,50
post,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,Hcm,1111.4644267039648,0.0625,50
post,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,Hcv,0.09328595295953393,0.0625,50
post,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,Hrmn,0.04495666560968465,0.0625,50
post,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,Rcm,524.2160233126024,0.0625,50
post,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,Rcv,0.07888024982054946,0.0625,50
post,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,N_neg,0,0.0625,50
post,slope,GCA,r,step,increase,500,50,0.01,NA,NA,NA,C_lim,0,0.0625,50
tot,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,Bmn,500,0.0625,50
tot,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,Bcv,0,0.0625,50
tot,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,Hcm,1945.3125,0.0625,50
tot,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,Hcv,0.2017744553396351,0.0625,50
tot,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,Hrmn,0.03890625,0.0625,50
tot,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,Rcm,1163.582377196188,0.0625,50
tot,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,Rcv,0.15293007940405642,0.0625,50
tot,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,N_neg,0,0.0625,50
tot,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,C_lim,0,0.0625,50
pre,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,Bmn,500,0.0625,50
pre,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,Bcv,0,0.0625,50
pre,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,Hcm,765.625,0.0625,50
pre,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,Hcv,0,0.0625,50
pre,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,Hrmn,0.03125,0.0625,50
pre,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,Rcm,602.2499467101682,0.0625,50
pre,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,Rcv,0.1426016372520952,0.0625,50
pre,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,N_neg,0,0.0625,50
pre,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,C_lim,0,0.0625,50
post,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,Bmn,500,0.0625,50
post,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,Bcv,0,0.0625,50
post,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,Hcm,1179.6875,0.0625,50
post,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,Hcv,0.06621191920503304,0.0625,50
post,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,Hrmn,0.046262254901960786,0.0625,50
post,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,Rcm,561.3324304860197,0.0625,50
post,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,Rcv,0.14354706267070555,0.0625,50
post,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,N_neg,0,0.0625,50
post,slope,ACA,r,step,increase,500,50,0.01,NA,NA,NA,C_lim,0,0.0625,50
tot,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,Bmn,553.9460042341881,0.0625,50
tot,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,Bcv,0.11391023393353152,0.0625,50
tot,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,Hcm,1726.1679927542236,0.0625,50
tot,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,Hcv,0.11306879817753988,0.0625,50
tot,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,Hrmn,0.03125,0.0625,50
tot,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,Rcm,1055.5790030293376,0.0625,50
tot,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,Rcv,0.20349871429116997,0.0625,50
tot,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,N_neg,0,0.0625,50
tot,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,C_lim,0,0.0625,50
pre,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,Bmn,500,0.0625,50
pre,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,Bcv,0,0.0625,50
pre,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,Hcm,765.625,0.0625,50
pre,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,Hcv,0,0.0625,50
pre,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,Hrmn,0.03125,0.0625,50
pre,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,Rcm,602.2499467101682,0.0625,50
pre,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,Rcv,0.1426016372520952,0.0625,50
pre,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,N_neg,0,0.0625,50
pre,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,C_lim,0,0.0625,50
post,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,Bmn,605.7764788905649,0.0625,50
post,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,Bcv,0.07902231561988718,0.0625,50
post,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,Hcm,960.5429927542235,0.0625,50
post,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,Hcv,0.08217173636979114,0.0625,50
post,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,Hrmn,0.03125,0.0625,50
post,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,Rcm,453.32905631916947,0.0625,50
post,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,Rcv,0.07139380678764072,0.0625,50
post,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,N_neg,0,0.0625,50
post,slope,SQ,r,step,increase,500,50,0.01,NA,NA,NA,C_lim,0,0.0625,50
tot,slope,GCA,r,grad,decrease,500,50,0.01,NA,NA,NA,Bmn,499.9999999999999,0.25,-90
tot,slope,GCA,r,grad,decrease,500,50,0.01,NA,NA,NA,Bcv,1.1311120446477871e-16,0.25,-90
tot,slope,GCA,r,grad,decrease,500,50,0.01,NA,NA,NA,Hcm,2087.4999999999986,0.25,-90
tot,slope,GCA,r,grad,decrease,500,50,0.01,NA,NA,NA,Hcv,0.9013310289435575,0.25,-90
tot,slope,GCA,r,grad,decrease,500,50,0.01,NA,NA,NA,Hrmn,0.04174999999999998,0.25,-90
tot,slope,GCA,r,grad,decrease,500,50,0.01,NA,NA,NA,Rcm,1631.2249192468803,0.25,-90
tot,slope,GCA,r,grad,decrease,500,50,0.01,NA,NA,NA,Rcv,1.110851512107889,0.25,-90
tot,slope,GCA,r,grad,decrease,500,50,0.01,NA,NA,NA,N_neg,0,0.25,-90
tot,slope,GCA,r,grad,decrease,500,50,0.01,NA,NA,NA,C_lim,0,0.25,-90
pre,slope,GCA,r,grad,decrease,500,50,0.01,NA,NA,NA,Bmn,499.9999999999999,0.25,-90
pre,slope,GCA,r,grad,decrease,500,50,0.01,NA,NA,NA,Bcv,1.1249636682500295e-16,0.25,-90
pre,slope,GCA,r,grad,decrease,500,50,0.01,NA,NA,NA,Hcm,1767.6020408163258,0.25,-90
pre,slope,GCA,r,grad,decrease,500,50,0.01,NA,NA,NA,Hcv,0.4536136048512507,0.25,-90
pre,slope,GCA,r,grad,decrease,500,50,0.01,NA,NA,NA,Hrmn,0.07214702207413576,0.25,-90
pre,slope,GCA,r,grad,decrease,500,50,0.01,NA,NA,NA,Rcm,1478.3253606793517,0.25,-90
pre,slope,GCA,r,grad,decrease,500,50,0.01,NA,NA,NA,Rcv,0.5669794984752538,0.25,-90
pre,slope,GCA,r,grad,decrease,500,50,0.01,NA,NA,NA,N_neg,0,0.25,-90
pre,slope,GCA,r,grad,decrease,500,50,0.01,NA,NA,NA,C_lim,0,0.25,-90
post,slope,GCA,r,grad,decrease,500,50,0.01,NA,NA,NA,Bmn,499.99999999999983,0.25,-90
post,slope,GCA,r,grad,decrease,500,50,0.01,NA,NA,NA,Bcv,0,0.25,-90
post,slope,GCA,r,grad,decrease,500,50,0.01,NA,NA,NA,Hcm,319.8979591836731,0.25,-90
post,slope,GCA,r,grad,decrease,500,50,0.01,NA,NA,NA,Hcv,0.025627135509124915,0.25,-90
post,slope,GCA,r,grad,decrease,500,50,0.01,NA,NA,NA,Hrmn,0.01254501800720287,0.25,-90
post,slope,GCA,r,grad,decrease,500,50,0.01,NA,NA,NA,Rcm,152.89955856752857,0.25,-90
post,slope,GCA,r,grad,decrease,500,50,0.01,NA,NA,NA,Rcv,0.15925150004984845,0.25,-90
post,slope,GCA,r,grad,decrease,500,50,0.01,NA,NA,NA,N_neg,0,0.25,-90
post,slope,GCA,r,grad,decrease,500,50,0.01,NA,NA,NA,C_lim,0,0.25,-90
tot,slope,ACA,r,grad,decrease,500,50,0.01,NA,NA,NA,Bmn,360.2406825274134,0.25,-90
tot,slope,ACA,r,grad,decrease,500,50,0.01,NA,NA,NA,Bcv,0.20008129956023232,0.25,-90
tot,slope,ACA,r,grad,decrease,500,50,0.01,NA,NA,NA,Hcm,2092.174557511365,0.25,-90
tot,slope,ACA,r,grad,decrease,500,50,0.01,NA,NA,NA,Hcv,1.0364356869028633,0.25,-90
tot,slope,ACA,r,grad,decrease,500,50,0.01,NA,NA,NA,Hrmn,0.050843869656445564,0.25,-90
tot,slope,ACA,r,grad,decrease,500,50,0.01,NA,NA,NA,Rcm,1687.0548617390928,0.25,-90
tot,slope,ACA,r,grad,decrease,500,50,0.01,NA,NA,NA,Rcv,1.1771986235222203,0.25,-90
tot,slope,ACA,r,grad,decrease,500,50,0.01,NA,NA,NA,N_neg,0,0.25,-90
tot,slope,ACA,r,grad,decrease,500,50,0.01,NA,NA,NA,C_lim,0,0.25,-90
pre,slope,ACA,r,grad,decrease,500,50,0.01,NA,NA,NA,Bmn,398.4376126477172,0.25,-90
pre,slope,ACA,r,grad,decrease,500,50,0.01,NA,NA,NA,Bcv,0.18694221747116738,0.25,-90
pre,slope,ACA,r,grad,decrease,500,50,0.01,NA,NA,NA,Hcm,1953.723253928599,0.25,-90
pre,slope,ACA,r,grad,decrease,500,50,0.01,NA,NA,NA,Hcv,0.3936705072583842,0.25,-90
pre,slope,ACA,r,grad,decrease,500,50,0.01,NA,NA,NA,Hrmn,0.09480275190084678,0.25,-90
pre,slope,ACA,r,grad,decrease,500,50,0.01,NA,NA,NA,Rcm,1620.878571711527,0.25,-90
pre,slope,ACA,r,grad,decrease,500,50,0.01,NA,NA,NA,Rcv,0.5111878623097077,0.25,-90
pre,slope,ACA,r,grad,decrease,500,50,0.01,NA,NA,NA,N_neg,0,0.25,-90
pre,slope,ACA,r,grad,decrease,500,50,0.01,NA,NA,NA,C_lim,0,0.25,-90
post,slope,ACA,r,grad,decrease,500,50,0.01,NA,NA,NA,Bmn,323.54167123535683,0.25,-90
post,slope,ACA,r,grad,decrease,500,50,0.01,NA,NA,NA,Bcv,0.14353926338207423,0.25,-90
post,slope,ACA,r,grad,decrease,500,50,0.01,NA,NA,NA,Hcm,138.45130358276597,0.25,-90
post,slope,ACA,r,grad,decrease,500,50,0.01,NA,NA,NA,Hcv,0.7742861068357082,0.25,-90
post,slope,ACA,r,grad,decrease,500,50,0.01,NA,NA,NA,Hrmn,0.008608865147118908,0.25,-90
post,slope,ACA,r,grad,decrease,500,50,0.01,NA,NA,NA,Rcm,66.17629002756573,0.25,-90
post,slope,ACA,r,grad,decrease,500,50,0.01,NA,NA,NA,Rcv,0.9803369743333805,0.25,-90
post,slope,ACA,r,grad,decrease,500,50,0.01,NA,NA,NA,N_neg,0,0.25,-90
post,slope,ACA,r,grad,decrease,500,50,0.01,NA,NA,NA,C_lim,0,0.25,-90
tot,slope,SQ,r,grad,decrease,500,50,0.01,NA,NA,NA,Bmn,291.7993320840239,0.25,-90
tot,slope,SQ,r,grad,decrease,500,50,0.01,NA,NA,NA,Bcv,0.4048914624577357,0.25,-90
tot,slope,SQ,r,grad,decrease,500,50,0.01,NA,NA,NA,Hcm,2239.613938415244,0.25,-90
tot,slope,SQ,r,grad,decrease,500,50,0.01,NA,NA,NA,Hcv,0.9134150453608231,0.25,-90
tot,slope,SQ,r,grad,decrease,500,50,0.01,NA,NA,NA,Hrmn,0.06096930888373305,0.25,-90
tot,slope,SQ,r,grad,decrease,500,50,0.01,NA,NA,NA,Rcm,1764.6305155576742,0.25,-90
tot,slope,SQ,r,grad,decrease,500,50,0.01,NA,NA,NA,Rcv,1.0916396750922515,0.25,-90
tot,slope,SQ,r,grad,decrease,500,50,0.01,NA,NA,NA,N_neg,0,0.25,-90
tot,slope,SQ,r,grad,decrease,500,50,0.01,NA,NA,NA,C_lim,0,0.25,-90
pre,slope,SQ,r,grad,decrease,500,50,0.01,NA,NA,NA,Bmn,398.4376126477172,0.25,-90
pre,slope,SQ,r,grad,decrease,500,50,0.01,NA,NA,NA,Bcv,0.18694221747116738,0.25,-90
pre,slope,SQ,r,grad,decrease,500,50,0.01,NA,NA,NA,Hcm,1953.723253928599,0.25,-90
pre,slope,SQ,r,grad,decrease,500,50,0.01,NA,NA,NA,Hcv,0.3936705072583842,0.25,-90
pre,slope,SQ,r,grad,decrease,500,50,0.01,NA,NA,NA,Hrmn,0.09480275190084678,0.25,-90
pre,slope,SQ,r,grad,decrease,500,50,0.01,NA,NA,NA,Rcm,1620.878571711527,0.25,-90
pre,slope,SQ,r,grad,decrease,500,50,0.01,NA,NA,NA,Rcv,0.5111878623097077,0.25,-90
pre,slope,SQ,r,grad,decrease,500,50,0.01,NA,NA,NA,N_neg,0,0.25,-90
pre,slope,SQ,r,grad,decrease,500,50,0.01,NA,NA,NA,C_lim,0,0.25,-90
post,slope,SQ,r,grad,decrease,500,50,0.01,NA,NA,NA,Bmn,189.34294487576952,0.25,-90
post,slope,SQ,r,grad,decrease,500,50,0.01,NA,NA,NA,Bcv,0.11335594428898783,0.25,-90
post,slope,SQ,r,grad,decrease,500,50,0.01,NA,NA,NA,Hcm,285.89068448664483,0.25,-90
post,slope,SQ,r,grad,decrease,500,50,0.01,NA,NA,NA,Hcv,0.40805554578232817,0.25,-90
post,slope,SQ,r,grad,decrease,500,50,0.01,NA,NA,NA,Hrmn,0.02846266755356496,0.25,-90
post,slope,SQ,r,grad,decrease,500,50,0.01,NA,NA,NA,Rcm,143.7519438461473,0.25,-90
post,slope,SQ,r,grad,decrease,500,50,0.01,NA,NA,NA,Rcv,0.5689114300157784,0.25,-90
post,slope,SQ,r,grad,decrease,500,50,0.01,NA,NA,NA,N_neg,0,0.25,-90
post,slope,SQ,r,grad,decrease,500,50,0.01,NA,NA,NA,C_lim,0,0.25,-90
tot,slope,GCA,r,grad,decrease,500,50,0.01,NA,NA,NA,Bmn,500.00000000000017,0.25,-75
tot,slope,GCA,r,grad,decrease,500,50,0.01,NA,NA,NA,Bcv,1.2359062259397632e-16,0.25,-75
tot,slope,GCA,r,grad,decrease,500,50,0.01,NA,NA,NA,Hcm,2781.250000000001,0.25,-75
tot,slope,GCA,r,grad,decrease,500,50,0.01,NA,NA,NA,Hcv,0.563753864545221,0.25,-75
tot,slope,GCA,r,grad,decrease,500,50,0.01,NA,NA,NA,Hrmn,0.055625,0.25,-75
tot,slope,GCA,r,grad,decrease,500,50,0.01,NA,NA,NA,Rcm,2014.5262073900672,0.25,-75
tot,slope,GCA,r,grad,decrease,500,50,0.01,NA,NA,NA,Rcv,0.8377312095191904,0.25,-75
tot,slope,GCA,r,grad,decrease,500,50,0.01,NA,NA,NA,N_neg,0,0.25,-75
tot,slope,GCA,r,grad,decrease,500,50,0.01,NA,NA,NA,C_lim,0,0.25,-75
pre,slope,GCA,r,grad,decrease,500,50,0.01,NA,NA,NA,Bmn,500.00000000000017,0.25,-75
pre,slope,GCA,r,grad,decrease,500,50,0.01,NA,NA,NA,Bcv,1.333096338334891e-16,0.25,-75
pre,slope,GCA,r,grad,decrease,500,50,0.01,NA,NA,NA,Hcm,1983.4183673469395,0.25,-75
pre,slope,GCA,r,grad,decrease,500,50,0.01,NA,NA,NA,Hcv,0.3368798143638064,0.25,-75
pre,slope,GCA,r,grad,decrease,500,50,0.01,NA,NA,NA,Hrmn,0.08095585172844648,0.25,-75
pre,slope,GCA,r,grad,decrease,500,50,0.01,NA,NA,NA,Rcm,1633.437765039573,0.25,-75
