hcr_type,strategy,change_par,change_type,direction,B_cons,Binit,chng_time2,error_rho,error_cv,error_rep,time,Biomass,Harvest,Harvest_rate,B_cons_true,B_cons_fixed,growth,BMSY_true,BMSY_fixed,UMSY_true,UMSY_fixed,BMSY_for,UMSY_for,par_A,par_B
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,1,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,2,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,492.3469387755102,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,3,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,484.6938775510204,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,4,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,477.0408163265306,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,5,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,469.38775510204084,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,6,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,461.734693877551,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,7,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,454.0816326530612,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,8,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,446.42857142857144,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,9,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,438.7755102040816,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,10,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,431.1224489795918,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,11,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,423.46938775510205,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,12,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,415.81632653061223,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,13,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,408.16326530612247,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,14,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,400.51020408163265,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,15,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,392.8571428571429,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,16,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,385.2040816326531,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,17,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,377.55102040816325,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,18,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,369.8979591836735,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,19,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,362.2448979591837,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,20,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,354.59183673469386,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,21,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,346.9387755102041,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,22,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,339.2857142857143,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,23,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,331.63265306122446,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,24,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,323.9795918367347,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,25,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,316.32653061224494,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,26,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,308.6734693877551,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,27,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,301.0204081632653,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,28,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,293.36734693877554,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,29,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,285.7142857142857,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,30,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,278.0612244897959,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,31,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,270.40816326530614,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,32,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,262.7551020408163,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,33,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,255.10204081632654,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,34,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,247.44897959183675,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,35,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,239.79591836734693,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,36,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,232.14285714285717,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,37,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,224.48979591836735,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,38,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,216.83673469387753,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,39,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,209.18367346938777,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,40,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,201.53061224489795,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,41,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,193.8775510204082,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,42,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,186.22448979591837,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,43,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,178.57142857142856,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,44,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,170.9183673469388,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,45,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,163.26530612244898,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,46,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,155.61224489795921,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,47,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,147.9591836734694,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,48,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,140.30612244897958,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,49,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,132.65306122448982,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,50,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,51,500,62.5,0.125,62.5,250,-125,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,52,312.5,62.5,0.125,62.5,250,-19.53125,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,53,253.90625,39.0625,0.125,62.5,250,-0.9918212890625,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,54,221.1761474609375,31.73828125,0.125,62.5,250,6.375148659572005,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,55,199.90427768789232,27.647018432617188,0.125,62.5,250,10.014349184055117,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,56,184.93059216096088,24.98803471098654,0.125,62.5,250,12.033324123236573,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,57,173.84759226407735,23.11632402012011,0.125,62.5,250,13.238912730002452,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,58,165.35555596107014,21.73094903300967,0.125,62.5,250,13.996429103072938,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,59,158.6825405690093,20.669444495133767,0.125,62.5,250,14.490486460817042,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,60,153.33770945870017,19.83531757112616,0.125,62.5,250,14.821974222634294,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,61,148.99246999899694,19.167213682337522,0.125,62.5,250,15.049361383347232,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,62,145.41777263246956,18.624058749874617,0.125,62.5,250,15.208114560728776,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,63,142.44866561413966,18.177221579058696,0.125,62.5,250,15.32054406828594,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,64,139.96312648065813,17.806083201767457,0.125,62.5,250,15.401104845923825,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,65,137.8688405164997,17.495390810082267,0.125,62.5,250,15.459392943760895,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,66,136.09462839569812,17.23360506456246,0.125,62.5,250,15.501909220761368,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,67,134.58470906699722,17.011828549462265,0.125,62.5,250,15.533133352101023,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,68,133.2947537857236,16.823088633374653,0.125,62.5,250,15.556197059634222,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,69,132.1891066221424,16.66184422321545,0.125,62.5,250,15.573316745975468,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,70,131.23878504035005,16.5236383277678,0.125,62.5,250,15.586077561220304,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,71,130.4200144715266,16.404848130043757,0.125,62.5,250,15.595623443128442,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,72,129.7131361057142,16.302501808940825,0.125,62.5,250,15.602786348049014,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,73,129.10178044054894,16.214142013214275,0.125,62.5,250,15.608175397217531,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,74,128.57223328269785,16.137722555068617,0.125,62.5,250,15.612239149373986,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,75,128.1129432717346,16.07152916033723,0.125,62.5,250,15.615309584186964,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,76,127.71413494695474,16.014117908966824,0.125,62.5,250,15.61763347148972,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,77,127.3675015500751,15.964266868369343,0.125,62.5,250,15.619394936410394,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,78,127.06595879272612,15.920937693759388,0.125,62.5,250,15.620731814266758,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,79,126.8034457579021,15.883244849090765,0.125,62.5,250,15.621747583398307,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,80,126.57476262156264,15.850430719737762,0.125,62.5,250,15.62252012268573,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,81,126.37543741655305,15.82184532769533,0.125,62.5,250,15.623108171913147,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,82,126.20161591139708,15.796929677069132,0.125,62.5,250,15.623556119201478,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,83,126.04997004167393,15.775201988924636,0.125,62.5,250,15.623897562911587,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,84,125.91762134937628,15.756246255209241,0.125,62.5,250,15.624157971059168,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,85,125.8020766517634,15.739702668672034,0.125,62.5,250,15.624356673044696,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,86,125.70117374333768,15.725259581470425,0.125,62.5,250,15.624508355381655,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,87,125.61303538080213,15.71264671791721,0.125,62.5,250,15.624624187621885,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,88,125.53603014582376,15.701629422600266,0.125,62.5,250,15.624712671682767,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,89,125.46873904927855,15.69200376822797,0.125,62.5,250,15.624780283703682,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,90,125.4099269518224,15.68359238115982,0.125,62.5,250,15.62483195989417,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,91,125.35851804273878,15.6762408689778,0.125,62.5,250,15.62487146481303,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,92,125.31357475220946,15.669814755342347,0.125,62.5,250,15.624901670874776,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,93,125.27427957905806,15.664196844026183,0.125,62.5,250,15.62492477071251,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,94,125.23991940238831,15.659284947382258,0.125,62.5,250,15.624942438680357,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,95,125.20987191577012,15.654989925298539,0.125,62.5,250,15.62495595377897,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,96,125.18359388007782,15.651233989471265,0.125,62.5,250,15.624966293287198,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,97,125.16061093835528,15.647949235009728,0.125,62.5,250,15.62497420412648,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,98,125.14050877518734,15.64507636729441,0.125,62.5,250,15.624980257284095,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,99,125.12292543557302,15.642563596898418,0.125,62.5,250,15.62498488933729,125,500,0.125,0.125,125,0.125,1000,250
slope,GCA,K,step,decrease,0.5,500,50,NA,NA,NA,100,125.10754464546369,15.640365679446628,0.125,62.5,250,15.62498843414923,125,500,0.125,0.125,125,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,1,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,2,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,3,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,4,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,5,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,6,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,7,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,8,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,9,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,10,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,11,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,12,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,13,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,14,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,15,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,16,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,17,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,18,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,19,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,20,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,21,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,22,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,23,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,24,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,25,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,26,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,27,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,28,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,29,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,30,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,31,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,32,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,33,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,34,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,35,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,36,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,37,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,38,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,39,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,40,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,41,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,42,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,43,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,44,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,45,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,46,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,47,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,48,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,49,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,50,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,51,500,62.5,0.125,62.5,250,-125,125,500,0.125,0.125,125,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,52,312.5,62.5,0.125,62.5,250,-19.53125,125,500,0.125,0.125,125,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,53,253.90625,39.0625,0.125,62.5,250,-0.9918212890625,125,500,0.125,0.125,125,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,54,221.1761474609375,31.73828125,0.125,62.5,250,6.375148659572005,125,500,0.125,0.125,125,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,55,199.90427768789232,27.647018432617188,0.125,62.5,250,10.014349184055117,125,500,0.125,0.125,125,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,56,184.93059216096088,24.98803471098654,0.125,62.5,250,12.033324123236573,125,500,0.125,0.125,125,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,57,173.84759226407735,23.11632402012011,0.125,62.5,250,13.238912730002452,125,500,0.125,0.125,125,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,58,165.35555596107014,21.73094903300967,0.125,62.5,250,13.996429103072938,125,500,0.125,0.125,125,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,59,158.6825405690093,20.669444495133767,0.125,62.5,250,14.490486460817042,125,500,0.125,0.125,125,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,60,153.33770945870017,19.83531757112616,0.125,62.5,250,14.821974222634294,125,500,0.125,0.125,125,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,61,148.99246999899694,19.167213682337522,0.125,62.5,250,15.049361383347232,125,500,0.125,0.125,125,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,62,145.41777263246956,18.624058749874617,0.125,62.5,250,15.208114560728776,125,500,0.125,0.125,125,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,63,142.44866561413966,18.177221579058696,0.125,62.5,250,15.32054406828594,125,500,0.125,0.125,125,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,64,139.96312648065813,17.806083201767457,0.125,62.5,250,15.401104845923825,125,500,0.125,0.125,125,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,65,137.8688405164997,17.495390810082267,0.125,62.5,250,15.459392943760895,125,500,0.125,0.125,125,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,66,136.09462839569812,17.23360506456246,0.125,62.5,250,15.501909220761368,125,500,0.125,0.125,125,0.125,1000,250
slope,ACA,K,step,decrease,0.5,500,50,NA,NA,NA,67,134.58470906699722,17.011828549462265,0.125,62.5,250,15.533133352101023,125,500,0.125,0.125,125,0.125,1000,250
