hcr_type,strategy,change_par,change_type,direction,B_cons,Binit,chng_time2,error_rho,error_cv,error_rep,time,Biomass,Harvest,Harvest_rate,B_cons_true,B_cons_fixed,growth,BMSY_true,BMSY_fixed,UMSY_true,UMSY_fixed,BMSY_for,UMSY_for,par_A,par_B
slope,update_4,K,grad,increase,0.5,125,50,NA,NA,NA,83,499.99914503699443,62.49966545001231,0.12499962827730016,250,62.5,62.49999999981725,500,125,0.125,0.125,500,0.125,250,1000
slope,update_4,K,grad,increase,0.5,125,50,NA,NA,NA,84,499.99938549492856,62.49975954188311,0.12499973282406075,250,62.5,62.499999999905604,500,125,0.125,0.125,500,0.125,250,1000
slope,update_4,K,grad,increase,0.5,125,50,NA,NA,NA,85,499.9995583242675,62.499827170566654,0.12499980796716516,250,62.5,62.49999999995123,500,125,0.125,0.125,500,0.125,250,1000
slope,update_4,K,grad,increase,0.5,125,50,NA,NA,NA,86,499.9996825454575,62.499875778761194,0.12499986197633359,250,62.5,62.4999999999748,500,125,0.125,0.125,500,0.125,250,1000
slope,update_4,K,grad,increase,0.5,125,50,NA,NA,NA,87,499.9997718294909,62.49991071594141,0.12499990079545546,250,62.5,62.49999999998699,500,125,0.125,0.125,500,0.125,250,1000
slope,update_4,K,grad,increase,0.5,125,50,NA,NA,NA,88,499.99983600241734,62.499935827060575,0.12499992869671589,250,62.5,62.49999999999327,500,125,0.125,0.125,500,0.125,250,1000
slope,update_4,K,grad,increase,0.5,125,50,NA,NA,NA,89,499.9998821267223,62.49995387568827,0.1249999487507554,250,62.5,62.499999999996525,500,125,0.125,0.125,500,0.125,250,1000
slope,update_4,K,grad,increase,0.5,125,50,NA,NA,NA,90,499.99991527857384,62.49996684814499,0.12499996316460073,250,62.5,62.499999999998195,500,125,0.125,0.125,500,0.125,250,1000
slope,update_4,K,grad,increase,0.5,125,50,NA,NA,NA,91,499.99993910647095,62.49997617210113,0.12499997352455432,250,62.5,62.49999999999908,500,125,0.125,0.125,500,0.125,250,1000
slope,update_4,K,grad,increase,0.5,125,50,NA,NA,NA,92,499.9999562327739,62.499982873696105,0.12499998097077215,250,62.5,62.49999999999952,500,125,0.125,0.125,500,0.125,250,1000
slope,update_4,K,grad,increase,0.5,125,50,NA,NA,NA,93,499.99996854230517,62.49998769046827,0.12499998632274185,250,62.5,62.49999999999976,500,125,0.125,0.125,500,0.125,250,1000
slope,update_4,K,grad,increase,0.5,125,50,NA,NA,NA,94,499.9999773897813,62.49999115252363,0.12499999016947035,250,62.5,62.49999999999987,500,125,0.125,0.125,500,0.125,250,1000
slope,update_4,K,grad,increase,0.5,125,50,NA,NA,NA,95,499.99998374890504,62.499993640876156,0.12499999293430666,250,62.5,62.49999999999993,500,125,0.125,0.125,500,0.125,250,1000
slope,update_4,K,grad,increase,0.5,125,50,NA,NA,NA,96,499.9999883195253,62.49999542937962,0.12499999492153281,250,62.5,62.499999999999964,500,125,0.125,0.125,500,0.125,250,1000
slope,update_4,K,grad,increase,0.5,125,50,NA,NA,NA,97,499.99999160465876,62.49999671486654,0.12499999634985168,250,62.5,62.49999999999999,500,125,0.125,0.125,500,0.125,250,1000
slope,update_4,K,grad,increase,0.5,125,50,NA,NA,NA,98,499.99999396584843,62.499997638810285,0.12499999737645584,250,62.5,62.5,500,125,0.125,0.125,500,0.125,250,1000
slope,update_4,K,grad,increase,0.5,125,50,NA,NA,NA,99,499.9999956629536,62.49999830289487,0.12499999811432762,250,62.5,62.49999999999999,500,125,0.125,0.125,500,0.125,250,1000
slope,update_4,K,grad,increase,0.5,125,50,NA,NA,NA,100,499.99999688274784,62.499998780205715,0.12499999864467301,250,62.5,62.50000000000001,500,125,0.125,0.125,500,0.125,250,1000
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,1,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,2,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.12308673469387756,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,3,500.9566326530612,61.54336734693878,0.12308673469387756,250,250,62.49977121349177,500,500,0.125,0.125,500,0.1211734693877551,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,4,502.75375067517433,60.70265319137859,0.1211734693877551,250,250,62.49810421430474,500,500,0.125,0.125,500,0.11926020408163265,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,5,505.2933399811515,59.95851490832755,0.11926020408163265,250,250,62.49299513796098,500,500,0.125,0.125,500,0.11734693877551021,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,6,508.4917084886713,59.29462663044125,0.11734693877551021,250,250,62.48197272173586,500,500,0.125,0.125,500,0.11543367346938775,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,7,512.2766153708347,58.69706583957239,0.11543367346938775,250,250,62.46232117875914,500,500,0.125,0.125,500,0.11352040816326531,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,8,516.5850860802007,58.153850469393234,0.11352040816326531,250,250,62.431233729928074,500,500,0.125,0.125,500,0.11160714285714286,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,9,521.3617343101063,57.6545855000224,0.11160714285714286,250,250,62.38591907681611,500,500,0.125,0.125,500,0.1096938775510204,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,10,526.557463143722,57.19019024320043,0.1096938775510204,250,250,62.32367528784246,500,500,0.125,0.125,500,0.10778061224489796,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,11,532.1284526718138,56.75268575975065,0.10778061224489796,250,250,62.24194063222876,500,500,0.125,0.125,500,0.1058673469387755,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,12,538.0353657890419,56.33502751500069,0.1058673469387755,250,250,62.13832773732344,500,500,0.125,0.125,500,0.10395408163265306,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,13,544.242721189877,55.93097233648841,0.10395408163265306,250,250,62.0106454054287,500,500,0.125,0.125,500,0.10204081632653061,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,14,550.7183950453183,55.534971549987446,0.10204081632653061,250,250,61.85691110100676,500,500,0.125,0.125,500,0.10012755102040816,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,15,557.4332219485476,55.1420841977774,0.10012755102040816,250,250,61.67535625415222,500,500,0.125,0.125,500,0.09821428571428571,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,16,564.3606724756104,54.747905727089496,0.09821428571428571,250,250,61.4644259596218,500,500,0.125,0.125,500,0.09630102040816327,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,17,571.4765897975938,54.3485086376385,0.09630102040816327,250,250,61.22277427772663,500,500,0.125,0.125,500,0.09438775510204081,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,18,578.7589716709557,53.940392404364715,0.09438775510204081,250,250,60.9492560953334,500,500,0.125,0.125,500,0.09247448979591837,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,19,586.1877871462071,53.520440620082,0.09247448979591837,250,250,60.64291633671002,500,500,0.125,0.125,500,0.09056122448979592,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,20,593.7448196979929,53.08588378492437,0.09056122448979592,250,250,60.3029771949477,500,500,0.125,0.125,500,0.08864795918367346,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,21,601.4135303508353,52.63426654210523,0.08864795918367346,250,250,59.92882396544505,500,500,0.125,0.125,500,0.08673469387755102,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,22,609.1789358674835,52.16341844879694,0.08673469387755102,250,250,59.519989990710975,500,500,0.125,0.125,500,0.08482142857142858,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,23,617.0274982622918,51.671427595902614,0.08482142857142858,250,250,59.07614116261732,500,500,0.125,0.125,500,0.08290816326530612,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,24,624.9470228597957,51.15661656511348,0.08290816326530612,250,250,58.597060369618426,500,500,0.125,0.125,500,0.08099489795918367,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,25,632.9265628829894,50.617520346424776,0.08099489795918367,250,250,58.082632220028664,500,500,0.125,0.125,500,0.07908163265306123,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,26,640.9563291607409,50.05286594227723,0.07908163265306123,250,250,57.532828317382226,500,500,0.125,0.125,500,0.07716836734693877,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,27,649.0276040161017,49.461553462021456,0.07716836734693877,250,250,56.94769331030499,500,500,0.125,0.125,500,0.07525510204081633,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,28,657.1326587588684,48.842638567538266,0.07525510204081633,250,250,56.327331887842256,500,500,0.125,0.125,500,0.07334183673469388,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,29,665.2646744749824,48.19531617172823,0.07334183673469388,250,250,55.671896842669526,500,500,0.125,0.125,500,0.07142857142857142,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,30,673.4176659980103,47.5189053196416,0.07142857142857142,250,250,54.98157827995063,500,500,0.125,0.125,500,0.06951530612244898,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,31,681.5864090778442,46.81283520011679,0.06951530612244898,250,250,54.25659400955346,500,500,0.125,0.125,500,0.06760204081632654,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,32,689.7663708410639,46.07663224633386,0.06760204081632654,250,250,53.49718112445294,500,500,0.125,0.125,500,0.06568877551020408,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,33,697.95364367685,45.309908288666826,0.06568877551020408,250,250,52.70358873876468,500,500,0.125,0.125,500,0.06377551020408163,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,34,706.1448826913257,44.5123497242889,0.06377551020408163,250,250,51.8760718350449,500,500,0.125,0.125,500,0.06186224489795919,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,35,714.3372468598791,43.68370766649146,0.06186224489795919,250,250,51.014886152131815,500,500,0.125,0.125,500,0.05994897959183673,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,36,722.5283439783192,42.82378903369173,0.05994897959183674,250,250,50.120284031566705,500,500,0.125,0.125,500,0.05803571428571429,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,37,730.7161794754298,41.93244853445603,0.058035714285714295,250,250,49.192511132065306,500,500,0.125,0.125,500,0.056122448979591844,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,38,738.8991091063231,41.009581501172086,0.056122448979591844,250,250,48.23180391705129,500,500,0.125,0.125,500,0.054209183673469385,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,39,747.0757955016668,40.055117521707565,0.05420918367346939,250,250,47.23838781930463,500,500,0.125,0.125,500,0.05229591836734694,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,40,755.2451685051955,39.069014815775944,0.05229591836734694,250,250,46.21247598868858,500,500,0.125,0.125,500,0.0503826530612245,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,41,763.4063891929208,38.0512553009633,0.0503826530612245,250,250,45.15426853308688,500,500,0.125,0.125,500,0.04846938775510204,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,42,771.5588174334937,37.00184029251402,0.048469387755102046,250,250,44.06395216853062,500,500,0.125,0.125,500,0.046556122448979595,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,43,779.7019828210007,35.92078678102362,0.046556122448979595,250,250,42.94170020150016,500,500,0.125,0.125,500,0.04464285714285715,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,44,787.8355587894204,34.80812423308039,0.04464285714285715,250,250,41.78767277409553,500,500,0.125,0.125,500,0.04272959183673469,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,45,795.9593397019781,33.66389186153773,0.042729591836734686,250,250,40.60201731079227,500,500,0.125,0.125,500,0.04081632653061225,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,46,804.0732206984039,32.48813631436646,0.04081632653061225,250,250,39.384869113524935,500,500,0.125,0.125,500,0.038903061224489804,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,47,812.1771800781262,31.280909733802712,0.038903061224489804,250,250,38.13635205961729,500,500,0.125,0.125,500,0.036989795918367346,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,48,820.2712639970985,30.042268140644975,0.036989795918367346,250,250,36.85657936442521,500,500,0.125,0.125,500,0.0350765306122449,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,49,828.3555732595846,28.772270101939043,0.0350765306122449,250,250,35.54565437734239,500,500,0.125,0.125,500,0.03316326530612246,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,50,836.4302519931143,27.470975643812764,0.03316326530612246,250,250,34.20367138596241,500,500,0.125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,51,844.4954780042918,26.138445374784823,0.03125,250,250,8.207679102162157,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,52,826.3126734188198,26.39048368763412,0.03125,250,250,8.970002447891412,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,53,809.4604048223731,25.82227104433812,0.03125,250,250,9.639641115448308,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,54,793.8044082871222,25.29563765069916,0.03125,250,250,10.229935604440877,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,55,779.2279561325905,24.80638775897257,0.03125,250,250,10.751984282126005,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,56,765.6290667855731,24.350873629143454,0.03125,250,250,11.215074929914097,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,57,752.918233378438,23.925908337049158,0.03125,250,250,11.627022951545623,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,58,741.0165615369075,23.528694793076188,0.03125,250,250,11.994438566557879,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,59,729.854232555437,23.15676754802836,0.03125,250,250,12.322939486021946,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,60,719.3692272741015,22.807944767357405,0.03125,250,250,12.617321382822727,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,61,709.5062603046085,22.48028835231567,0.03125,250,250,12.881695430823601,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,62,700.215885100913,22.172070634519017,0.03125,250,250,13.119599959578625,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,63,691.4537386510882,21.881746409403533,0.03125,250,250,13.334091622282552,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,64,683.1799009405242,21.607929332846506,0.03125,250,250,13.527820243213732,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,65,675.3583492793465,21.349371904391383,0.03125,250,250,13.703090583626421,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,66,667.9564914479934,21.104948414979578,0.03125,250,250,13.861913561280007,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,67,660.9447646515237,20.873640357749792,0.03125,250,250,14.006048920704105,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,68,654.2962896768677,20.654523895360114,0.03125,250,250,14.137040936997007,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,69,647.9865715614626,20.446759052402115,0.03125,250,250,14.256248414842759,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,70,641.9932396150097,20.249580361295706,0.03125,250,250,14.364869993977154,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,71,636.2958208710178,20.06228873796905,0.03125,250,250,14.463965575818465,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,72,630.875542044617,19.884244402219306,0.03125,250,250,14.554474530907981,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,73,625.7151558866307,19.71486068889428,0.03125,250,250,14.63723122377501,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,74,620.7987884889484,19.55359862145721,0.03125,250,250,14.712978293725143,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,75,616.1118046423938,19.399962140279637,0.03125,250,250,14.782378051417908,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,76,611.640688798737,19.253493895074808,0.03125,250,250,14.84602228778397,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,77,607.3729395615604,19.11377152496053,0.03125,250,250,14.904440740619341,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,78,603.296975940881,18.980404361298763,0.03125,250,250,14.958108422591813,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,79,599.4020538653203,18.85303049815253,0.03125,250,250,15.007451980459749,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,80,595.6781916624889,18.73131418329126,0.03125,250,250,15.052855227512252,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,81,592.1161034005484,18.614943489452777,0.03125,250,250,15.09466396839372,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,82,588.707139137675,18.503628231267136,0.03125,250,250,15.133190216625575,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,83,585.4432312562483,18.397098098052343,0.03125,250,250,15.168715889530704,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,84,582.3168461690212,18.29510097675776,0.03125,250,250,15.201496052299106,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,85,579.3209407785384,18.197401442781914,0.03125,250,250,15.231761772125473,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,86,576.4489231513345,18.103779399329326,0.03125,250,250,15.259722634312586,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,87,573.6946169371678,18.014028848479203,0.03125,250,250,15.285568964655255,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,88,571.0522291225365,17.927956779286493,0.03125,250,250,15.30947379604491,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,89,568.5163207585022,17.845382160079264,0.03125,250,250,15.33159461185738,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,90,566.0817803466563,17.766135023703193,0.03125,250,250,15.352074894138518,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,91,563.7437996049617,17.69005563583301,0.03125,250,250,15.371045500745156,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,92,561.4978513680518,17.616993737655054,0.03125,250,250,15.388625892319565,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,93,559.3396694051197,17.54680785525162,0.03125,250,250,15.404925227180694,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,94,557.2652299633904,17.47936466890999,0.03125,250,250,15.4200433398275,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,95,555.270734866862,17.41453843635595,0.03125,250,250,15.434071616704816,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,96,553.3525960189774,17.352210464589437,0.03125,250,250,15.447093781127238,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,97,551.5074211745116,17.292268625593042,0.03125,250,250,15.459186597746967,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,98,549.7320008605551,17.234606911703487,0.03125,250,250,15.47042050565036,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,99,548.0232963393131,17.179125026892347,0.03125,250,250,15.480860188044156,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,GCA,r,step,decrease,0.5,500,50,NA,NA,NA,100,546.3784285167537,17.125728010603535,0.03125,250,250,15.490565085519771,500,500,0.03125,0.125,500,0.03125,0.25,0.0625
slope,ACA,r,step,decrease,0.5,500,50,NA,NA,NA,1,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,0.25,0.0625
slope,ACA,r,step,decrease,0.5,500,50,NA,NA,NA,2,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,0.25,0.0625
slope,ACA,r,step,decrease,0.5,500,50,NA,NA,NA,3,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,0.25,0.0625
slope,ACA,r,step,decrease,0.5,500,50,NA,NA,NA,4,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,0.25,0.0625
slope,ACA,r,step,decrease,0.5,500,50,NA,NA,NA,5,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,0.25,0.0625
slope,ACA,r,step,decrease,0.5,500,50,NA,NA,NA,6,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,0.25,0.0625
slope,ACA,r,step,decrease,0.5,500,50,NA,NA,NA,7,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,0.25,0.0625
slope,ACA,r,step,decrease,0.5,500,50,NA,NA,NA,8,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,0.25,0.0625
slope,ACA,r,step,decrease,0.5,500,50,NA,NA,NA,9,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,0.25,0.0625
slope,ACA,r,step,decrease,0.5,500,50,NA,NA,NA,10,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,0.25,0.0625
slope,ACA,r,step,decrease,0.5,500,50,NA,NA,NA,11,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,0.25,0.0625
slope,ACA,r,step,decrease,0.5,500,50,NA,NA,NA,12,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,0.25,0.0625
slope,ACA,r,step,decrease,0.5,500,50,NA,NA,NA,13,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,0.25,0.0625
slope,ACA,r,step,decrease,0.5,500,50,NA,NA,NA,14,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,0.25,0.0625
slope,ACA,r,step,decrease,0.5,500,50,NA,NA,NA,15,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,0.25,0.0625
slope,ACA,r,step,decrease,0.5,500,50,NA,NA,NA,16,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,0.25,0.0625
slope,ACA,r,step,decrease,0.5,500,50,NA,NA,NA,17,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,0.25,0.0625
slope,ACA,r,step,decrease,0.5,500,50,NA,NA,NA,18,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,0.25,0.0625
slope,ACA,r,step,decrease,0.5,500,50,NA,NA,NA,19,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,0.25,0.0625
slope,ACA,r,step,decrease,0.5,500,50,NA,NA,NA,20,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,0.25,0.0625
slope,ACA,r,step,decrease,0.5,500,50,NA,NA,NA,21,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,0.25,0.0625
slope,ACA,r,step,decrease,0.5,500,50,NA,NA,NA,22,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,0.25,0.0625
slope,ACA,r,step,decrease,0.5,500,50,NA,NA,NA,23,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,0.25,0.0625
slope,ACA,r,step,decrease,0.5,500,50,NA,NA,NA,24,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,0.25,0.0625
slope,ACA,r,step,decrease,0.5,500,50,NA,NA,NA,25,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,0.25,0.0625
slope,ACA,r,step,decrease,0.5,500,50,NA,NA,NA,26,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,0.25,0.0625
slope,ACA,r,step,decrease,0.5,500,50,NA,NA,NA,27,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,0.25,0.0625
slope,ACA,r,step,decrease,0.5,500,50,NA,NA,NA,28,500,62.5,0.125,250,250,62.5,500,500,0.125,0.125,500,0.125,0.25,0.0625
