period,hcr_type,strategy,change_par,change_type,direction,B_cons,Binit,chng_time2,discount_rate,error_rho,error_cv,error_rep,metric,value,par_A,per_change
pre,slope,update_10,K,grad,increase,1.2,125,50,0.01,0.5,0.8,76,N_neg,0,250,300
pre,slope,update_10,K,grad,increase,1.2,125,50,0.01,0.5,0.8,76,propl_Bcons_true,0.9795918367346939,250,300
pre,slope,update_10,K,grad,increase,1.2,125,50,0.01,0.5,0.8,76,propl_Bcons_fixed,0.16326530612244897,250,300
pre,slope,update_10,K,grad,increase,1.2,125,50,0.01,0.5,0.8,76,propl_BMSY_true,0.8979591836734694,250,300
pre,slope,update_10,K,grad,increase,1.2,125,50,0.01,0.5,0.8,76,propl_BMSY_fixed,0,250,300
pre,slope,update_10,K,grad,increase,1.2,125,50,0.01,0.5,0.8,76,propl_0.2BMSY_true,0,250,300
pre,slope,update_10,K,grad,increase,1.2,125,50,0.01,0.5,0.8,76,propl_0.2BMSY_fixed,0,250,300
pre,slope,update_10,K,grad,increase,1.2,125,50,0.01,0.5,0.8,76,propl_UMSY_true,0.7551020408163265,250,300
pre,slope,update_10,K,grad,increase,1.2,125,50,0.01,0.5,0.8,76,propl_UMSY_fixed,0.7551020408163265,250,300
pre,slope,update_4,K,grad,increase,1.2,125,50,0.01,0.5,0.8,76,Bmn,230.20717846456338,250,300
pre,slope,update_4,K,grad,increase,1.2,125,50,0.01,0.5,0.8,76,Bcv,0.4568161863914085,250,300
pre,slope,update_4,K,grad,increase,1.2,125,50,0.01,0.5,0.8,76,Hcm,983.038641802801,250,300
pre,slope,update_4,K,grad,increase,1.2,125,50,0.01,0.5,0.8,76,Hcv,0.5985707719565757,250,300
pre,slope,update_4,K,grad,increase,1.2,125,50,0.01,0.5,0.8,76,Hrmn,0.08966337117229971,250,300
pre,slope,update_4,K,grad,increase,1.2,125,50,0.01,0.5,0.8,76,Rcm,738.7953924365987,250,300
pre,slope,update_4,K,grad,increase,1.2,125,50,0.01,0.5,0.8,76,Rcv,0.4576450098255135,250,300
pre,slope,update_4,K,grad,increase,1.2,125,50,0.01,0.5,0.8,76,N_neg,0,250,300
pre,slope,update_4,K,grad,increase,1.2,125,50,0.01,0.5,0.8,76,propl_Bcons_true,0.9795918367346939,250,300
pre,slope,update_4,K,grad,increase,1.2,125,50,0.01,0.5,0.8,76,propl_Bcons_fixed,0.16326530612244897,250,300
pre,slope,update_4,K,grad,increase,1.2,125,50,0.01,0.5,0.8,76,propl_BMSY_true,0.8979591836734694,250,300
pre,slope,update_4,K,grad,increase,1.2,125,50,0.01,0.5,0.8,76,propl_BMSY_fixed,0,250,300
pre,slope,update_4,K,grad,increase,1.2,125,50,0.01,0.5,0.8,76,propl_0.2BMSY_true,0,250,300
pre,slope,update_4,K,grad,increase,1.2,125,50,0.01,0.5,0.8,76,propl_0.2BMSY_fixed,0,250,300
pre,slope,update_4,K,grad,increase,1.2,125,50,0.01,0.5,0.8,76,propl_UMSY_true,0.8571428571428571,250,300
pre,slope,update_4,K,grad,increase,1.2,125,50,0.01,0.5,0.8,76,propl_UMSY_fixed,0.8571428571428571,250,300
pre,slope,GCA,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,Bmn,439.0425029950112,0.25,-75
pre,slope,GCA,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,Bcv,0.14737371008076902,0.25,-75
pre,slope,GCA,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,Hcm,1577.1680929272359,0.25,-75
pre,slope,GCA,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,Hcv,0.6008154725391813,0.25,-75
pre,slope,GCA,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,Hrmn,0.06938390848677488,0.25,-75
pre,slope,GCA,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,Rcm,1339.6340903847781,0.25,-75
pre,slope,GCA,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,Rcv,0.7254500171808347,0.25,-75
pre,slope,GCA,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,N_neg,0,0.25,-75
pre,slope,GCA,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_Bcons_true,1,0.25,-75
pre,slope,GCA,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_Bcons_fixed,1,0.25,-75
pre,slope,GCA,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_BMSY_true,0.7959183673469388,0.25,-75
pre,slope,GCA,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_BMSY_fixed,0.7959183673469388,0.25,-75
pre,slope,GCA,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_0.2BMSY_true,0,0.25,-75
pre,slope,GCA,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_0.2BMSY_fixed,0,0.25,-75
pre,slope,GCA,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_UMSY_true,0.7959183673469388,0.25,-75
pre,slope,GCA,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_UMSY_fixed,0.9591836734693877,0.25,-75
pre,slope,SQ,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,Bmn,372.0921497090321,0.25,-75
pre,slope,SQ,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,Bcv,0.2590305054802043,0.25,-75
pre,slope,SQ,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,Hcm,1672.336084599554,0.25,-75
pre,slope,SQ,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,Hcv,0.5768686025481959,0.25,-75
pre,slope,SQ,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,Hrmn,0.08409660310601194,0.25,-75
pre,slope,SQ,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,Rcm,1414.2406614359893,0.25,-75
pre,slope,SQ,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,Rcv,0.7035240246724974,0.25,-75
pre,slope,SQ,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,N_neg,0,0.25,-75
pre,slope,SQ,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_Bcons_true,1,0.25,-75
pre,slope,SQ,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_Bcons_fixed,1,0.25,-75
pre,slope,SQ,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_BMSY_true,0.8571428571428571,0.25,-75
pre,slope,SQ,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_BMSY_fixed,0.8571428571428571,0.25,-75
pre,slope,SQ,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_0.2BMSY_true,0,0.25,-75
pre,slope,SQ,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_0.2BMSY_fixed,0,0.25,-75
pre,slope,SQ,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_UMSY_true,0.3673469387755102,0.25,-75
pre,slope,SQ,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_UMSY_fixed,0.8367346938775511,0.25,-75
pre,slope,GCA,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,Bmn,452.15560411084783,0.0625,300
pre,slope,GCA,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,Bcv,0.14459566071089747,0.0625,300
pre,slope,GCA,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,Hcm,1385.8248514230022,0.0625,300
pre,slope,GCA,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,Hcv,0.42333534612615326,0.0625,300
pre,slope,GCA,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,Hrmn,0.06309202379661336,0.0625,300
pre,slope,GCA,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,Rcm,1046.787243655135,0.0625,300
pre,slope,GCA,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,Rcv,0.2928803674356312,0.0625,300
pre,slope,GCA,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,N_neg,0,0.0625,300
pre,slope,GCA,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,propl_Bcons_true,0.9795918367346939,0.0625,300
pre,slope,GCA,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,propl_Bcons_fixed,0.9795918367346939,0.0625,300
pre,slope,GCA,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,propl_BMSY_true,0.7346938775510204,0.0625,300
pre,slope,GCA,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,propl_BMSY_fixed,0.7346938775510204,0.0625,300
pre,slope,GCA,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,propl_0.2BMSY_true,0,0.0625,300
pre,slope,GCA,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,propl_0.2BMSY_fixed,0,0.0625,300
pre,slope,GCA,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,propl_UMSY_true,0.9795918367346939,0.0625,300
pre,slope,GCA,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,propl_UMSY_fixed,0,0.0625,300
pre,slope,SQ,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,Bmn,602.225882949363,0.0625,300
pre,slope,SQ,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,Bcv,0.17106945979259564,0.0625,300
pre,slope,SQ,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,Hcm,908.9131778616807,0.0625,300
pre,slope,SQ,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,Hcv,0.15623269499242057,0.0625,300
pre,slope,SQ,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,Hrmn,0.03125,0.0625,300
pre,slope,SQ,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,Rcm,702.7248688713476,0.0625,300
pre,slope,SQ,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,Rcv,0.07969484192352341,0.0625,300
pre,slope,SQ,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,N_neg,0,0.0625,300
pre,slope,SQ,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,propl_Bcons_true,0.7551020408163265,0.0625,300
pre,slope,SQ,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,propl_Bcons_fixed,0.7551020408163265,0.0625,300
pre,slope,SQ,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,propl_BMSY_true,0,0.0625,300
pre,slope,SQ,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,propl_BMSY_fixed,0,0.0625,300
pre,slope,SQ,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,propl_0.2BMSY_true,0,0.0625,300
pre,slope,SQ,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,propl_0.2BMSY_fixed,0,0.0625,300
pre,slope,SQ,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,propl_UMSY_true,0.9795918367346939,0.0625,300
pre,slope,SQ,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,propl_UMSY_fixed,0,0.0625,300
pre,slope,update_10,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,Bmn,420.171704623476,0.25,-75
pre,slope,update_10,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,Bcv,0.16298185413328525,0.25,-75
pre,slope,update_10,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,Hcm,1596.2582440274373,0.25,-75
pre,slope,update_10,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,Hcv,0.6132107349559323,0.25,-75
pre,slope,update_10,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,Hrmn,0.07272178401326383,0.25,-75
pre,slope,update_10,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,Rcm,1356.5633805366863,0.25,-75
pre,slope,update_10,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,Rcv,0.7387659804623415,0.25,-75
pre,slope,update_10,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,N_neg,0,0.25,-75
pre,slope,update_10,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_Bcons_true,1,0.25,-75
pre,slope,update_10,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_Bcons_fixed,1,0.25,-75
pre,slope,update_10,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_BMSY_true,0.8571428571428571,0.25,-75
pre,slope,update_10,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_BMSY_fixed,0.8571428571428571,0.25,-75
pre,slope,update_10,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_0.2BMSY_true,0,0.25,-75
pre,slope,update_10,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_0.2BMSY_fixed,0,0.25,-75
pre,slope,update_10,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_UMSY_true,0.6938775510204082,0.25,-75
pre,slope,update_10,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_UMSY_fixed,0.8367346938775511,0.25,-75
pre,slope,update_4,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,Bmn,432.1600316247541,0.25,-75
pre,slope,update_4,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,Bcv,0.15198812990922017,0.25,-75
pre,slope,update_4,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,Hcm,1585.350240614868,0.25,-75
pre,slope,update_4,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,Hcv,0.605269784076909,0.25,-75
pre,slope,update_4,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,Hrmn,0.07061289743343789,0.25,-75
pre,slope,update_4,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,Rcm,1346.6825085758605,0.25,-75
pre,slope,update_4,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,Rcv,0.7306660636785233,0.25,-75
pre,slope,update_4,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,N_neg,0,0.25,-75
pre,slope,update_4,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_Bcons_true,1,0.25,-75
pre,slope,update_4,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_Bcons_fixed,1,0.25,-75
pre,slope,update_4,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_BMSY_true,0.8367346938775511,0.25,-75
pre,slope,update_4,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_BMSY_fixed,0.8367346938775511,0.25,-75
pre,slope,update_4,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_0.2BMSY_true,0,0.25,-75
pre,slope,update_4,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_0.2BMSY_fixed,0,0.25,-75
pre,slope,update_4,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_UMSY_true,0.7551020408163265,0.25,-75
pre,slope,update_4,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_UMSY_fixed,0.8979591836734694,0.25,-75
pre,slope,update_10,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,Bmn,477.20813619163545,0.0625,300
pre,slope,update_10,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,Bcv,0.13348215677571404,0.0625,300
pre,slope,update_10,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,Hcm,1371.9828808985878,0.0625,300
pre,slope,update_10,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,Hcv,0.43708337056208274,0.0625,300
pre,slope,update_10,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,Hrmn,0.05943983177990614,0.0625,300
pre,slope,update_10,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,Rcm,1030.1457129256062,0.0625,300
pre,slope,update_10,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,Rcv,0.3075909301259978,0.0625,300
pre,slope,update_10,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,N_neg,0,0.0625,300
pre,slope,update_10,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,propl_Bcons_true,0.9795918367346939,0.0625,300
pre,slope,update_10,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,propl_Bcons_fixed,0.9795918367346939,0.0625,300
pre,slope,update_10,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,propl_BMSY_true,0.5102040816326531,0.0625,300
pre,slope,update_10,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,propl_BMSY_fixed,0.5102040816326531,0.0625,300
pre,slope,update_10,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,propl_0.2BMSY_true,0,0.0625,300
pre,slope,update_10,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,propl_0.2BMSY_fixed,0,0.0625,300
pre,slope,update_10,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,propl_UMSY_true,0.9795918367346939,0.0625,300
pre,slope,update_10,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,propl_UMSY_fixed,0,0.0625,300
pre,slope,update_4,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,Bmn,460.42247340879095,0.0625,300
pre,slope,update_4,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,Bcv,0.14124967981376588,0.0625,300
pre,slope,update_4,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,Hcm,1381.729970802261,0.0625,300
pre,slope,update_4,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,Hcv,0.4238177708458095,0.0625,300
pre,slope,update_4,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,Hrmn,0.06190167043266319,0.0625,300
pre,slope,update_4,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,Rcm,1041.647631140723,0.0625,300
pre,slope,update_4,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,Rcv,0.29230259698160443,0.0625,300
pre,slope,update_4,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,N_neg,0,0.0625,300
pre,slope,update_4,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,propl_Bcons_true,0.9795918367346939,0.0625,300
pre,slope,update_4,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,propl_Bcons_fixed,0.9795918367346939,0.0625,300
pre,slope,update_4,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,propl_BMSY_true,0.673469387755102,0.0625,300
pre,slope,update_4,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,propl_BMSY_fixed,0.673469387755102,0.0625,300
pre,slope,update_4,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,propl_0.2BMSY_true,0,0.0625,300
pre,slope,update_4,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,propl_0.2BMSY_fixed,0,0.0625,300
pre,slope,update_4,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,propl_UMSY_true,0.9795918367346939,0.0625,300
pre,slope,update_4,r,grad,increase,1.2,500,50,0.01,0.5,0.8,76,propl_UMSY_fixed,0,0.0625,300
pre,slope,GCA,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,Bmn,331.427436753433,0.25_1000,-75
pre,slope,GCA,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,Bcv,0.3748563578725094,0.25_1000,-75
pre,slope,GCA,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,Hcm,1459.3300509951816,0.25_1000,-75
pre,slope,GCA,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,Hcv,0.6927581504422081,0.25_1000,-75
pre,slope,GCA,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,Hrmn,0.07820271558819565,0.25_1000,-75
pre,slope,GCA,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,Rcm,1255.6755399249025,0.25_1000,-75
pre,slope,GCA,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,Rcv,0.8043908999100604,0.25_1000,-75
pre,slope,GCA,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,N_neg,0,0.25_1000,-75
pre,slope,GCA,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_Bcons_true,0.8367346938775511,0.25_1000,-75
pre,slope,GCA,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_Bcons_fixed,1,0.25_1000,-75
pre,slope,GCA,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_BMSY_true,0.42857142857142855,0.25_1000,-75
pre,slope,GCA,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_BMSY_fixed,0.8775510204081632,0.25_1000,-75
pre,slope,GCA,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_0.2BMSY_true,0,0.25_1000,-75
pre,slope,GCA,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_0.2BMSY_fixed,0,0.25_1000,-75
pre,slope,GCA,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_UMSY_true,0.3877551020408163,0.25_1000,-75
pre,slope,GCA,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_UMSY_fixed,0.9591836734693877,0.25_1000,-75
pre,slope,SQ,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,Bmn,340.23373480997685,0.25_1000,-75
pre,slope,SQ,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,Bcv,0.3268144175096299,0.25_1000,-75
pre,slope,SQ,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,Hcm,1440.500196354304,0.25_1000,-75
pre,slope,SQ,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,Hcv,0.7237367898631767,0.25_1000,-75
pre,slope,SQ,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,Hrmn,0.07502528783969951,0.25_1000,-75
pre,slope,SQ,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,Rcm,1242.0394649912093,0.25_1000,-75
pre,slope,SQ,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,Rcv,0.8381242479898677,0.25_1000,-75
pre,slope,SQ,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,N_neg,0,0.25_1000,-75
pre,slope,SQ,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_Bcons_true,0.8163265306122449,0.25_1000,-75
pre,slope,SQ,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_Bcons_fixed,1,0.25_1000,-75
pre,slope,SQ,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_BMSY_true,0.32653061224489793,0.25_1000,-75
pre,slope,SQ,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_BMSY_fixed,0.8775510204081632,0.25_1000,-75
pre,slope,SQ,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_0.2BMSY_true,0,0.25_1000,-75
pre,slope,SQ,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_0.2BMSY_fixed,0,0.25_1000,-75
pre,slope,SQ,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_UMSY_true,0.6122448979591837,0.25_1000,-75
pre,slope,SQ,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,propl_UMSY_fixed,0.8571428571428571,0.25_1000,-75
pre,slope,GCA,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,76,Bmn,218.18003219143313,0.0625_250,300
pre,slope,GCA,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,76,Bcv,0.48062492837238396,0.0625_250,300
pre,slope,GCA,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,76,Hcm,568.0922291967036,0.0625_250,300
pre,slope,GCA,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,76,Hcv,1.0538426610074583,0.0625_250,300
pre,slope,GCA,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,76,Hrmn,0.04632025359969705,0.0625_250,300
pre,slope,GCA,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,76,Rcm,400.0836393869477,0.0625_250,300
pre,slope,GCA,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,76,Rcv,0.8907597724280033,0.0625_250,300
pre,slope,GCA,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,76,N_neg,0,0.0625_250,300
pre,slope,GCA,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,76,propl_Bcons_true,0.9795918367346939,0.0625_250,300
pre,slope,GCA,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,76,propl_Bcons_fixed,0.24489795918367346,0.0625_250,300
pre,slope,GCA,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,76,propl_BMSY_true,0.9591836734693877,0.0625_250,300
pre,slope,GCA,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,76,propl_BMSY_fixed,0,0.0625_250,300
pre,slope,GCA,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,76,propl_0.2BMSY_true,0,0.0625_250,300
pre,slope,GCA,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,76,propl_0.2BMSY_fixed,0,0.0625_250,300
pre,slope,GCA,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,76,propl_UMSY_true,0.9795918367346939,0.0625_250,300
pre,slope,GCA,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,76,propl_UMSY_fixed,0.08163265306122448,0.0625_250,300
pre,slope,SQ,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,76,Bmn,251.4486156371998,0.0625_250,300
pre,slope,SQ,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,76,Bcv,0.6286727056101925,0.0625_250,300
pre,slope,SQ,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,76,Hcm,363.73888541794133,0.0625_250,300
pre,slope,SQ,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,76,Hcv,0.5758293095884808,0.0625_250,300
pre,slope,SQ,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,76,Hrmn,0.03125,0.0625_250,300
pre,slope,SQ,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,76,Rcm,267.5949268630681,0.0625_250,300
pre,slope,SQ,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,76,Rcv,0.4178957499760801,0.0625_250,300
pre,slope,SQ,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,76,N_neg,0,0.0625_250,300
pre,slope,SQ,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,76,propl_Bcons_true,0.9183673469387755,0.0625_250,300
pre,slope,SQ,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,76,propl_Bcons_fixed,0.24489795918367346,0.0625_250,300
pre,slope,SQ,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,76,propl_BMSY_true,0.8367346938775511,0.0625_250,300
pre,slope,SQ,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,76,propl_BMSY_fixed,0,0.0625_250,300
pre,slope,SQ,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,76,propl_0.2BMSY_true,0,0.0625_250,300
pre,slope,SQ,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,76,propl_0.2BMSY_fixed,0,0.0625_250,300
pre,slope,SQ,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,76,propl_UMSY_true,0.9795918367346939,0.0625_250,300
pre,slope,SQ,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,76,propl_UMSY_fixed,0,0.0625_250,300
pre,slope,update_10,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,Bmn,328.91273925824936,0.25_1000,-75
pre,slope,update_10,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,76,Bcv,0.3660113164451175,0.25_1000,-75
