period,hcr_type,strategy,change_par,change_type,direction,B_cons,Binit,chng_time2,discount_rate,error_rho,error_cv,error_rep,metric,value,par_A,per_change
pre,slope,GCA,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,propl_UMSY_fixed,0,0.0625,300
pre,slope,SQ,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,Bmn,626.2227511289307,0.0625,300
pre,slope,SQ,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,Bcv,0.20757857715283373,0.0625,300
pre,slope,SQ,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,Hcm,942.9469372529505,0.0625,300
pre,slope,SQ,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,Hcv,0.21161996368419733,0.0625,300
pre,slope,SQ,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,Hrmn,0.031047254695320953,0.0625,300
pre,slope,SQ,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,Rcm,722.0446409745722,0.0625,300
pre,slope,SQ,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,Rcv,0.08844855629584092,0.0625,300
pre,slope,SQ,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,N_neg,0,0.0625,300
pre,slope,SQ,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,propl_Bcons_true,0.4489795918367347,0.0625,300
pre,slope,SQ,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,propl_Bcons_fixed,0.4489795918367347,0.0625,300
pre,slope,SQ,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,propl_BMSY_true,0.2653061224489796,0.0625,300
pre,slope,SQ,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,propl_BMSY_fixed,0.2653061224489796,0.0625,300
pre,slope,SQ,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,propl_0.2BMSY_true,0,0.0625,300
pre,slope,SQ,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,propl_0.2BMSY_fixed,0,0.0625,300
pre,slope,SQ,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,propl_UMSY_true,0.9795918367346939,0.0625,300
pre,slope,SQ,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,propl_UMSY_fixed,0.2653061224489796,0.0625,300
pre,slope,update_10,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,Bmn,430.59640994093155,0.25,-75
pre,slope,update_10,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,Bcv,0.10365342561440723,0.25,-75
pre,slope,update_10,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,Hcm,1606.2811878991401,0.25,-75
pre,slope,update_10,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,Hcv,0.438853879011939,0.25,-75
pre,slope,update_10,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,Hrmn,0.07443274971475847,0.25,-75
pre,slope,update_10,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,Rcm,1330.8070534862622,0.25,-75
pre,slope,update_10,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,Rcv,0.567189450661084,0.25,-75
pre,slope,update_10,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,N_neg,0,0.25,-75
pre,slope,update_10,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_Bcons_true,1,0.25,-75
pre,slope,update_10,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_Bcons_fixed,1,0.25,-75
pre,slope,update_10,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_BMSY_true,0.9591836734693877,0.25,-75
pre,slope,update_10,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_BMSY_fixed,0.9591836734693877,0.25,-75
pre,slope,update_10,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_0.2BMSY_true,0,0.25,-75
pre,slope,update_10,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_0.2BMSY_fixed,0,0.25,-75
pre,slope,update_10,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_UMSY_true,0.5918367346938775,0.25,-75
pre,slope,update_10,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_UMSY_fixed,0.9591836734693877,0.25,-75
pre,slope,update_4,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,Bmn,443.23194141188634,0.25,-75
pre,slope,update_4,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,Bcv,0.09760987923149285,0.25,-75
pre,slope,update_4,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,Hcm,1592.5868444081175,0.25,-75
pre,slope,update_4,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,Hcv,0.4340158006909487,0.25,-75
pre,slope,update_4,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,Hrmn,0.07215058194575072,0.25,-75
pre,slope,update_4,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,Rcm,1319.523714742742,0.25,-75
pre,slope,update_4,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,Rcv,0.5625863015996556,0.25,-75
pre,slope,update_4,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,N_neg,0,0.25,-75
pre,slope,update_4,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_Bcons_true,1,0.25,-75
pre,slope,update_4,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_Bcons_fixed,1,0.25,-75
pre,slope,update_4,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_BMSY_true,0.8979591836734694,0.25,-75
pre,slope,update_4,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_BMSY_fixed,0.8979591836734694,0.25,-75
pre,slope,update_4,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_0.2BMSY_true,0,0.25,-75
pre,slope,update_4,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_0.2BMSY_fixed,0,0.25,-75
pre,slope,update_4,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_UMSY_true,0.7142857142857143,0.25,-75
pre,slope,update_4,r,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_UMSY_fixed,0.9591836734693877,0.25,-75
pre,slope,update_10,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,Bmn,493.1924303388313,0.0625,300
pre,slope,update_10,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,Bcv,0.11054716844258806,0.0625,300
pre,slope,update_10,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,Hcm,1537.7300381891675,0.0625,300
pre,slope,update_10,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,Hcv,0.4871723957110533,0.0625,300
pre,slope,update_10,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,Hrmn,0.06270459495026467,0.0625,300
pre,slope,update_10,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,Rcm,1139.5638554639556,0.0625,300
pre,slope,update_10,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,Rcv,0.3543328207326946,0.0625,300
pre,slope,update_10,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,N_neg,0,0.0625,300
pre,slope,update_10,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,propl_Bcons_true,0.9387755102040817,0.0625,300
pre,slope,update_10,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,propl_Bcons_fixed,0.9387755102040817,0.0625,300
pre,slope,update_10,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,propl_BMSY_true,0.673469387755102,0.0625,300
pre,slope,update_10,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,propl_BMSY_fixed,0.673469387755102,0.0625,300
pre,slope,update_10,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,propl_0.2BMSY_true,0,0.0625,300
pre,slope,update_10,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,propl_0.2BMSY_fixed,0,0.0625,300
pre,slope,update_10,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,propl_UMSY_true,0.9795918367346939,0.0625,300
pre,slope,update_10,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,propl_UMSY_fixed,0.1836734693877551,0.0625,300
pre,slope,update_4,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,Bmn,476.39796141121417,0.0625,300
pre,slope,update_4,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,Bcv,0.11781117141851664,0.0625,300
pre,slope,update_4,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,Hcm,1553.7895118834897,0.0625,300
pre,slope,update_4,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,Hcv,0.48346541640596363,0.0625,300
pre,slope,update_4,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,Hrmn,0.0655088223665881,0.0625,300
pre,slope,update_4,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,Rcm,1154.7384352847407,0.0625,300
pre,slope,update_4,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,Rcv,0.3466371809513404,0.0625,300
pre,slope,update_4,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,N_neg,0,0.0625,300
pre,slope,update_4,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,propl_Bcons_true,0.9387755102040817,0.0625,300
pre,slope,update_4,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,propl_Bcons_fixed,0.9387755102040817,0.0625,300
pre,slope,update_4,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,propl_BMSY_true,0.7551020408163265,0.0625,300
pre,slope,update_4,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,propl_BMSY_fixed,0.7551020408163265,0.0625,300
pre,slope,update_4,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,propl_0.2BMSY_true,0,0.0625,300
pre,slope,update_4,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,propl_0.2BMSY_fixed,0,0.0625,300
pre,slope,update_4,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,propl_UMSY_true,0.9795918367346939,0.0625,300
pre,slope,update_4,r,grad,increase,1.2,500,50,0.01,0.5,0.8,53,propl_UMSY_fixed,0.061224489795918366,0.0625,300
pre,slope,GCA,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,Bmn,330.79832879297624,0.25_1000,-75
pre,slope,GCA,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,Bcv,0.265026566141583,0.25_1000,-75
pre,slope,GCA,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,Hcm,1397.8781684207474,0.25_1000,-75
pre,slope,GCA,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,Hcv,0.56810139744859,0.25_1000,-75
pre,slope,GCA,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,Hrmn,0.07826575239208086,0.25_1000,-75
pre,slope,GCA,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,Rcm,1183.6976660820674,0.25_1000,-75
pre,slope,GCA,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,Rcv,0.688866696406452,0.25_1000,-75
pre,slope,GCA,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,N_neg,0,0.25_1000,-75
pre,slope,GCA,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_Bcons_true,0.7959183673469388,0.25_1000,-75
pre,slope,GCA,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_Bcons_fixed,1,0.25_1000,-75
pre,slope,GCA,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_BMSY_true,0.3877551020408163,0.25_1000,-75
pre,slope,GCA,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_BMSY_fixed,0.9795918367346939,0.25_1000,-75
pre,slope,GCA,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_0.2BMSY_true,0,0.25_1000,-75
pre,slope,GCA,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_0.2BMSY_fixed,0,0.25_1000,-75
pre,slope,GCA,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_UMSY_true,0.2857142857142857,0.25_1000,-75
pre,slope,GCA,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_UMSY_fixed,0.9591836734693877,0.25_1000,-75
pre,slope,SQ,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,Bmn,338.0557321767132,0.25_1000,-75
pre,slope,SQ,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,Bcv,0.24602153574547633,0.25_1000,-75
pre,slope,SQ,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,Hcm,1390.1949662198604,0.25_1000,-75
pre,slope,SQ,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,Hcv,0.5762602862520072,0.25_1000,-75
pre,slope,SQ,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,Hrmn,0.07617204899264936,0.25_1000,-75
pre,slope,SQ,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,Rcm,1176.3382827311698,0.25_1000,-75
pre,slope,SQ,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,Rcv,0.6967618193774348,0.25_1000,-75
pre,slope,SQ,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,N_neg,0,0.25_1000,-75
pre,slope,SQ,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_Bcons_true,0.7346938775510204,0.25_1000,-75
pre,slope,SQ,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_Bcons_fixed,1,0.25_1000,-75
pre,slope,SQ,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_BMSY_true,0.24489795918367346,0.25_1000,-75
pre,slope,SQ,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_BMSY_fixed,0.9795918367346939,0.25_1000,-75
pre,slope,SQ,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_0.2BMSY_true,0,0.25_1000,-75
pre,slope,SQ,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_0.2BMSY_fixed,0,0.25_1000,-75
pre,slope,SQ,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_UMSY_true,0.5510204081632653,0.25_1000,-75
pre,slope,SQ,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_UMSY_fixed,0.9591836734693877,0.25_1000,-75
pre,slope,GCA,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,Bmn,234.92453244796104,0.0625_250,300
pre,slope,GCA,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,Bcv,0.49923186366015293,0.0625_250,300
pre,slope,GCA,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,Hcm,725.2029527483428,0.0625_250,300
pre,slope,GCA,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,Hcv,1.1027157416001714,0.0625_250,300
pre,slope,GCA,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,Hrmn,0.05154395254263303,0.0625_250,300
pre,slope,GCA,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,Rcm,503.60253978407644,0.0625_250,300
pre,slope,GCA,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,Rcv,0.9620666752505016,0.0625_250,300
pre,slope,GCA,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,N_neg,0,0.0625_250,300
pre,slope,GCA,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,propl_Bcons_true,1,0.0625_250,300
pre,slope,GCA,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,propl_Bcons_fixed,0.2857142857142857,0.0625_250,300
pre,slope,GCA,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,propl_BMSY_true,0.8979591836734694,0.0625_250,300
pre,slope,GCA,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,propl_BMSY_fixed,0.061224489795918366,0.0625_250,300
pre,slope,GCA,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,propl_0.2BMSY_true,0,0.0625_250,300
pre,slope,GCA,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,propl_0.2BMSY_fixed,0,0.0625_250,300
pre,slope,GCA,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,propl_UMSY_true,0.9795918367346939,0.0625_250,300
pre,slope,GCA,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,propl_UMSY_fixed,0.2653061224489796,0.0625_250,300
pre,slope,SQ,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,Bmn,284.1700151768812,0.0625_250,300
pre,slope,SQ,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,Bcv,0.6731531054788961,0.0625_250,300
pre,slope,SQ,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,Hcm,416.0854445299187,0.0625_250,300
pre,slope,SQ,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,Hcv,0.6669250999524781,0.0625_250,300
pre,slope,SQ,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,Hrmn,0.031228330341930326,0.0625_250,300
pre,slope,SQ,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,Rcm,301.5634567389767,0.0625_250,300
pre,slope,SQ,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,Rcv,0.5155921070393729,0.0625_250,300
pre,slope,SQ,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,N_neg,0,0.0625_250,300
pre,slope,SQ,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,propl_Bcons_true,0.8775510204081632,0.0625_250,300
pre,slope,SQ,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,propl_Bcons_fixed,0.2857142857142857,0.0625_250,300
pre,slope,SQ,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,propl_BMSY_true,0.7551020408163265,0.0625_250,300
pre,slope,SQ,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,propl_BMSY_fixed,0.08163265306122448,0.0625_250,300
pre,slope,SQ,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,propl_0.2BMSY_true,0,0.0625_250,300
pre,slope,SQ,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,propl_0.2BMSY_fixed,0,0.0625_250,300
pre,slope,SQ,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,propl_UMSY_true,0.9795918367346939,0.0625_250,300
pre,slope,SQ,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,propl_UMSY_fixed,0.08163265306122448,0.0625_250,300
pre,slope,update_10,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,Bmn,328.894632087981,0.25_1000,-75
pre,slope,update_10,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,Bcv,0.2741198661014767,0.25_1000,-75
pre,slope,update_10,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,Hcm,1413.7806218792618,0.25_1000,-75
pre,slope,update_10,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,Hcv,0.554571689650997,0.25_1000,-75
pre,slope,update_10,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,Hrmn,0.07980999140296577,0.25_1000,-75
pre,slope,update_10,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,Rcm,1194.0830934804362,0.25_1000,-75
pre,slope,update_10,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,Rcv,0.6769400190126782,0.25_1000,-75
pre,slope,update_10,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,N_neg,0,0.25_1000,-75
pre,slope,update_10,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_Bcons_true,0.8367346938775511,0.25_1000,-75
pre,slope,update_10,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_Bcons_fixed,1,0.25_1000,-75
pre,slope,update_10,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_BMSY_true,0.3877551020408163,0.25_1000,-75
pre,slope,update_10,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_BMSY_fixed,0.9795918367346939,0.25_1000,-75
pre,slope,update_10,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_0.2BMSY_true,0,0.25_1000,-75
pre,slope,update_10,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_0.2BMSY_fixed,0,0.25_1000,-75
pre,slope,update_10,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_UMSY_true,0.40816326530612246,0.25_1000,-75
pre,slope,update_10,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_UMSY_fixed,0.9591836734693877,0.25_1000,-75
pre,slope,update_4,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,Bmn,328.85244114936245,0.25_1000,-75
pre,slope,update_4,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,Bcv,0.27123779114679575,0.25_1000,-75
pre,slope,update_4,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,Hcm,1405.6612695420922,0.25_1000,-75
pre,slope,update_4,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,Hcv,0.5642215991253133,0.25_1000,-75
pre,slope,update_4,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,Hrmn,0.07916511443372423,0.25_1000,-75
pre,slope,update_4,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,Rcm,1189.1593866842134,0.25_1000,-75
pre,slope,update_4,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,Rcv,0.6850004387701063,0.25_1000,-75
pre,slope,update_4,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,N_neg,0,0.25_1000,-75
pre,slope,update_4,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_Bcons_true,0.8367346938775511,0.25_1000,-75
pre,slope,update_4,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_Bcons_fixed,1,0.25_1000,-75
pre,slope,update_4,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_BMSY_true,0.3877551020408163,0.25_1000,-75
pre,slope,update_4,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_BMSY_fixed,0.9795918367346939,0.25_1000,-75
pre,slope,update_4,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_0.2BMSY_true,0,0.25_1000,-75
pre,slope,update_4,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_0.2BMSY_fixed,0,0.25_1000,-75
pre,slope,update_4,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_UMSY_true,0.3877551020408163,0.25_1000,-75
pre,slope,update_4,rK,grad,decrease,1.2,500,50,0.01,0.5,0.8,53,propl_UMSY_fixed,0.9591836734693877,0.25_1000,-75
pre,slope,update_10,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,Bmn,232.4740068453745,0.0625_250,300
pre,slope,update_10,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,Bcv,0.5090544678015163,0.0625_250,300
pre,slope,update_10,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,Hcm,705.8663906136212,0.0625_250,300
pre,slope,update_10,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,Hcv,1.0587352098149165,0.0625_250,300
pre,slope,update_10,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,Hrmn,0.05154844887472705,0.0625_250,300
pre,slope,update_10,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,Rcm,492.0089661583187,0.0625_250,300
pre,slope,update_10,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,Rcv,0.9172454913175396,0.0625_250,300
pre,slope,update_10,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,N_neg,0,0.0625_250,300
pre,slope,update_10,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,propl_Bcons_true,1,0.0625_250,300
pre,slope,update_10,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,propl_Bcons_fixed,0.2857142857142857,0.0625_250,300
pre,slope,update_10,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,propl_BMSY_true,0.8979591836734694,0.0625_250,300
pre,slope,update_10,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,propl_BMSY_fixed,0.08163265306122448,0.0625_250,300
pre,slope,update_10,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,propl_0.2BMSY_true,0,0.0625_250,300
pre,slope,update_10,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,propl_0.2BMSY_fixed,0,0.0625_250,300
pre,slope,update_10,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,propl_UMSY_true,0.9795918367346939,0.0625_250,300
pre,slope,update_10,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,propl_UMSY_fixed,0.14285714285714285,0.0625_250,300
pre,slope,update_4,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,Bmn,234.0219601013631,0.0625_250,300
pre,slope,update_4,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,Bcv,0.5026309168960089,0.0625_250,300
pre,slope,update_4,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,Hcm,720.9509167868918,0.0625_250,300
pre,slope,update_4,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,Hcv,1.092764474733812,0.0625_250,300
pre,slope,update_4,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,Hrmn,0.051647440898221174,0.0625_250,300
pre,slope,update_4,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,Rcm,501.08501079629576,0.0625_250,300
pre,slope,update_4,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,Rcv,0.9512654667446488,0.0625_250,300
pre,slope,update_4,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,N_neg,0,0.0625_250,300
pre,slope,update_4,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,propl_Bcons_true,1,0.0625_250,300
pre,slope,update_4,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,propl_Bcons_fixed,0.2857142857142857,0.0625_250,300
pre,slope,update_4,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,propl_BMSY_true,0.8979591836734694,0.0625_250,300
pre,slope,update_4,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,propl_BMSY_fixed,0.061224489795918366,0.0625_250,300
pre,slope,update_4,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,propl_0.2BMSY_true,0,0.0625_250,300
pre,slope,update_4,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,propl_0.2BMSY_fixed,0,0.0625_250,300
pre,slope,update_4,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,propl_UMSY_true,0.9795918367346939,0.0625_250,300
pre,slope,update_4,rK,grad,increase,1.2,125,50,0.01,0.5,0.8,53,propl_UMSY_fixed,0.2653061224489796,0.0625_250,300
pre,slope,GCA,K,grad,decrease,1.2,500,50,0.01,0.5,0.8,52,Bmn,424.929729282875,1000,-75
pre,slope,GCA,K,grad,decrease,1.2,500,50,0.01,0.5,0.8,52,Bcv,0.3450445058547123,1000,-75
pre,slope,GCA,K,grad,decrease,1.2,500,50,0.01,0.5,0.8,52,Hcm,2644.592474532275,1000,-75
pre,slope,GCA,K,grad,decrease,1.2,500,50,0.01,0.5,0.8,52,Hcv,0.32826560864742965,1000,-75
pre,slope,GCA,K,grad,decrease,1.2,500,50,0.01,0.5,0.8,52,Hrmn,0.12487535393056833,1000,-75
